Index,AreaName,Price ($),lat,lng,Address,City
3946,Mimico,499000,43.624969,-79.478081,#3703 - 59 Annie Craig Dr,Toronto
3947,Armdale,220,43.830791,-79.24955,#D-102 - 843 Passmore Ave,Toronto
3948,Armdale,220,43.830791,-79.24955,#D-105 - 843 Passmore Ave,Toronto
3949,Downtown,399000,43.659237,-79.382904,#81 - 384 YONGE ST,Toronto
3950,Downtown,3250000,43.656151,-79.370743,154 Shuter St,Toronto
3951,Downtown,1670000,43.644173,-79.38942,#4405 - 300 FRONT ST W,Toronto
3952,Willowdale,428000,43.769257,-79.411339,#1108 - 35 Empress Ave,Toronto
3953,Mount Pleasant East,1599900,43.701202,-79.383499,4 BELLE AYRE BLVD,Toronto
3954,Weston,689000,43.696426,-79.50872,1650 Weston Rd,Toronto
3955,Downtown,825000,43.662979,-79.363525,8 GIFFORD ST,Toronto
3956,Regal Heights,115000,43.678566,-79.439423,1075 St Clair Ave,Toronto
3957,Downtown,474900,43.643486,-79.392303,#409 - 352 FRONT ST W,Toronto
3958,Willowdale,375000,43.757988,-79.403625,#526 - 120 Harrison Garden Blvd,Toronto
3959,Downtown,389990,43.649082,-79.392082,#3703 - 318 Richmond St,Toronto
3960,Downtown,659900,43.659328,-79.382675,#5003 - 386 YONGE ST,Toronto
3961,Princess Margaret,1225000,43.671982,-79.549873,24 Farningham Cres,Toronto
3962,Midtown Toronto,4595000,43.691288,-79.440041,475 Oakwood Ave,Toronto
3963,Midtown Toronto,85000,43.707699,-79.39492,120 EGLINTON ST E,Toronto
3964,Bayview Village,319000,43.767746,-79.370918,#511 - 121 Mcmahon Dr,Toronto
3965,Niagara,2000000,43.63641,-79.402,#Ph02 - 21 Grand Magazine St,Toronto
3966,Downtown,458000,43.64613,-79.375778,# 3401 - 8 THE ESPLANADE,Toronto
3967,Leaside,5400000,43.705471,-79.37487,1557-65 Bayview Ave,Toronto
3968,Davenport,899000,43.669529,-79.438217,209 Geary Ave,Toronto
3969,Downtown,345000,43.638866,-79.398438,#322 - 85 QUEENS WHARF RD,Toronto
3970,Don Valley Village,500000,43.777878,-79.34465,#2017 - 1800 Sheppard Ave,Toronto
3971,Swansea,444900,43.636173,-79.470757,#510 - 105 The Queensway Ave,Toronto
3972,Port Lands,0,43.647285,-79.351509,33 VILLIERS Street,Toronto
3973,Edenbridge - Humber Valley,4625000,43.673866,-79.514618,185 Edenbridge Dr,Toronto
3974,Midtown Toronto,247777,43.68766,-79.438766,373 Oakwood Ave,Toronto
3975,Downtown,1795000,43.666443,-79.366661,86 WINCHESTER ST,Toronto
3976,Milliken,343000,43.800751,-79.300117,#403&amp;404 - 3852 Finch Ave,Toronto
3977,Downtown,665000,43.638866,-79.398438,#3506 - 85 QUEENS WHARF RD,Toronto
3978,Riverdale,1100000,43.666096,-79.350159,656 GERRARD ST E,Toronto
3979,Willowdale,298000,43.773746,-79.415512,#201 - 68 Canterbury Pl,Toronto
3980,Downtown,399900,43.655113,-79.384804,#825 - 111 ELIZABETH ST,Toronto
3981,Downtown,569000,43.653973,-79.388565,#1108 - 426 University Ave,Toronto
3982,York University Heights,314000,43.751213,-79.464142,#516 - 1 De Boers Dr,Toronto
3983,Downtown,249900,43.667953,-79.385666,649 YONGE ST,Toronto
3984,Malvern,199000,43.788715,-79.235725,#100 - 10 Milner Business Crt,Toronto
3985,Midtown Toronto,429900,43.685623,-79.409592,#611 - 6 PARKWOOD AVE,Toronto
3986,Clairlea,359000,43.716526,-79.284454,#411 - 60 Fairfax Cres,Toronto
3987,Downtown,79000,43.651176,-79.384178,123 Queen St,Toronto
3988,Trinity - Bellwoods,879000,43.651451,-79.408516,152 PALMERSTON AVE,Toronto
3989,Rockcliffe - Smythe,995000,43.667488,-79.499748,47 Scarlett Rd,Toronto
3990,St. Andrew - Windfields,5995000,43.759731,-79.389603,82 Fifeshire Rd,Toronto
3991,Tam O'Shanter,295000,43.785805,-79.292114,#909 - 185 Bonis Ave,Toronto
3992,Downtown,439900,43.654224,-79.353928,#N407 - 120 Bayview Ave,Toronto
3993,Riverdale,749000,43.658451,-79.352722,#810 - 630 QUEEN ST E,Toronto
3994,Midtown Toronto,69000,43.704235,-79.388313,621 MOUNT PLEASANT RD E,Toronto
3995,Downtown,228000,43.648636,-79.381744,#C13 - 100 King Street West,Toronto
3996,Downtown,394000,43.664471,-79.410561,#425 - 783 BATHURST ST,Toronto
3997,Weston,249900,43.700413,-79.509697,#18 - 2007 Lawrence Ave,Toronto
3998,Lawrence Heights,318000,43.714592,-79.452911,#415 - 800 Lawrence Ave,Toronto
3999,Mimico,313900,43.622883,-79.481972,#3606 - 2200 Lake Shore Blvd,Toronto
4000,Downtown,1890000,43.654419,-79.394417,#1 A - 150 BEVERLEY ST,Toronto
4001,Downtown,769000,43.641788,-79.381874,#4803 - 14 YORK ST,Toronto
4002,Downtown,129000,43.657162,-79.402672,339 College St,Toronto
4003,Bathurst Manor,995000,43.752811,-79.451485,830A Sheppard Ave,Toronto
4004,Don Mills,390000,43.747749,-79.348656,#A204 - 16 Mallard Rd,Toronto
4005,Leslieville,59900,43.664757,-79.341347,#101 - 1189 Dundas St,Toronto
4006,Mimico,554900,43.624969,-79.478081,#3107 - 59 Annie Craig Dr,Toronto
4007,Rexdale,699000,43.752876,-79.624969,#01 - 21 SIGNAL HILL AVE,Toronto
4008,Midtown Toronto,425000,43.703773,-79.399658,#716 - 60 Berwick Ave,Toronto
4009,Midtown Toronto,155000,43.706657,-79.427071,#209 - 2550 Bathurst St,Toronto
4010,Old East York,599000,43.695709,-79.313354,237 HOLBORNE AVE,Toronto
4011,Newtonbrook,448800,43.780666,-79.446335,#2704 - 100 Antibes Dr,Toronto
4012,Armdale,59000,43.831604,-79.25634,#1 &amp;2 - 125 SELECT AVE,Toronto
4013,Toronto,589768,43.823498,-79.264908,9 GREEN SPRING DR,Toronto
4014,The Beach,974000,43.674232,-79.307144,#508 - 60 Haslett Ave,Toronto
4015,Rouge,899900,43.794567,-79.139496,#20 - 67 KIRKDENE DR,Toronto
4016,Willowdale,440000,43.768181,-79.390923,#314 - 21 Clairtrell Rd,Toronto
4017,Clairlea - Birchmount,699900,43.705116,-79.275864,94 JOHN BELL CRES,Toronto
4018,Agincourt,339800,43.807129,-79.26754,#2008 - 5001 Finch Ave,Toronto
4019,Weston,29000,43.70039,-79.51757,1926 Weston Rd,Toronto
4020,Brockton Village,148800,43.651302,-79.440269,256-258 Lansdowne Ave,Toronto
4021,Swansea,2295000,43.647377,-79.489571,16 Brule Terr,Toronto
