Index,AreaName,Price ($),lat,lng,Address,City
2335,Toronto,729900,43.825722,-79.272591,4 HILLFARM DR,Toronto
2336,Niagara,259900,43.641579,-79.415901,#401 - 1030 KING ST W,Toronto
2337,Church and Wellesley,749500,43.668777,-79.383995,#4201 - 45 CHARLES ST E,Toronto
2338,Henry Farm,498000,43.774895,-79.345955,#2508 - 70 FOREST MANOR RD,Toronto
2339,Willowdale,448000,43.75882,-79.408684,#707 - 28 AVONDALE AVE,Toronto
2340,Humber Bay Shores,313996,43.626965,-79.478485,#2810 - 16 BROOKERS LANE,Toronto
2341,Wexford - Maryvale,749000,43.756016,-79.295982,266 TOWER DR,Toronto
2342,Port Royal,350000,43.81366,-79.29142,#2 - 3833 MIDLAND AVE,Toronto
2343,Steeles,519900,43.814705,-79.325653,#117 - 75 BAMBURGH CIRC,Toronto
2344,York University Heights,550000,43.755066,-79.483932,#10 - 100 ST REGIS CRES S,Toronto
2345,Mimico,399000,43.624969,-79.478081,#1607 - 59 ANNIE CRAIG DR,Toronto
2346,Glen Park,175000,43.705845,-79.466965,#204 - 50 LOTHERTON PTWY,Toronto
2347,Downtown,489000,43.643227,-79.37619,#3310 - 16 YONGE ST,Toronto
2348,Rexdale,659900,43.742077,-79.571907,38 MONTERREY DR,Toronto
2349,Newtonbrook,419800,43.781689,-79.413429,#308 - 8 PEMBERTON AVE,Toronto
2350,Agincourt,279000,43.781467,-79.278893,#12 - 50 WEYBRIGHT CRT,Toronto
2351,Dorset Park,579000,43.755791,-79.28788,1465 A BIRCHMOUNT RD,Toronto
2352,Liberty Village,449900,43.638054,-79.414818,#918 - 65 EAST LIBERTY ST,Toronto
2353,Willowdale,2390000,43.765755,-79.433098,278 BETTY ANN DR N,Toronto
2354,Milliken,1178000,43.824245,-79.291046,52 HIGHBRIDGE PL,Toronto
2355,Toronto,75000,43.613632,-79.537346,#11 - 486 EVANS AVE,Toronto
2356,Steeles,275900,43.815434,-79.325745,#534 - 25 BAMBURGH CIRC,Toronto
2357,Wexford,699000,43.747566,-79.290649,11 ELLINGTON DR,Toronto
2358,Willowdale,488000,43.777355,-79.41275,#Uph 1 - 60 BYNG AVE,Toronto
2359,Downtown,369900,43.655098,-79.375763,#2202 - 64 SHUTER ST,Toronto
2360,New Toronto,799000,43.601395,-79.505333,145 ISLINGTON AVE,Toronto
2361,Islington,369000,43.644779,-79.531929,#103 - 5101 DUNDAS ST W,Toronto
2362,Runnymede,949900,43.659569,-79.481377,593 Annette St,Toronto
2363,Newtonbrook,1798000,43.795513,-79.407936,148 Newton Dr,Toronto
2364,Ionview,649900,43.734638,-79.274521,34 Richome Crt,Toronto
2365,The Beach,1989000,43.675526,-79.300285,264 Lee Ave,Toronto
2366,West Hill,788000,43.772305,-79.193016,3 Pickford Rd,Toronto
2367,Downtown,849000,43.666695,-79.387115,42 IRWIN AVE,Toronto
2368,Willowdale,3788000,43.774734,-79.405685,138 Mckee Ave,Toronto
2369,West Hill,749800,43.772583,-79.193367,8A Pickford Rd,Toronto
2370,Swansea,254900,43.636814,-79.468163,#Th82 - 9 Windermere Ave,Toronto
2371,Mimico,1299888,43.624969,-79.478081,#3902 - 59 Annie Craig Dr,Toronto
2372,Scarborough Village,784900,43.748245,-79.21685,48 Dunelm St,Toronto
2373,Flemingdon Park,214000,43.710075,-79.331192,#2001 - 10 Sunny Glenway Dr,Toronto
2374,Newtonbrook,458800,43.77272,-79.452095,#807 - 10 Torresdale Ave,Toronto
2375,Don Valley Village,315000,43.791817,-79.355553,#2201 - 3300 Don Mills Rd,Toronto
2376,Mimico,329900,43.615078,-79.48938,#609 - 11 Superior Ave,Toronto
2377,Willowdale,289000,43.765453,-79.414017,#2606 - 153 Beecroft Rd,Toronto
2378,Bayview Village,5388000,43.774094,-79.38665,29 Citation Dr,Toronto
2379,Downsview,729900,43.731739,-79.491005,115 Calvington Dr,Toronto
2380,Earlscourt,569900,43.679035,-79.463066,84 Rosethorn Ave,Toronto
2381,The Beach,634900,43.668041,-79.308586,#313 - 1797 Queen St,Toronto
2382,Swansea,999000,43.652039,-79.470833,#703 - 383 Ellis Park Rd,Toronto
2383,Tam O'Shanter,699900,43.776493,-79.293304,21 Earlton Rd,Toronto
2384,Rexdale,785000,43.719715,-79.617767,99 Cinrickbar Dr,Toronto
2385,Willowdale,359900,43.7626,-79.393799,#201 W - 20 Fashion Roseway Dr,Toronto
2386,Kingsview Village,234900,43.69582,-79.556328,#312 - 370 Dixon Rd,Toronto
2387,Willowdale,418000,43.768181,-79.390923,#411 - 21 Clairtrell Rd,Toronto
2388,Carleton Village,600000,43.670776,-79.462044,227 Old Weston Rd,Toronto
2389,Swansea,509000,43.636292,-79.470467,#2305 - 103 The Queensway Ave,Toronto
2390,Bathurst Manor,315000,43.755169,-79.441742,#502 - 650 Sheppard Ave,Toronto
2391,Ionview,224900,43.73008,-79.273392,#902 - 2245 Eglinton Ave,Toronto
2392,Toronto,399000,43.679928,-79.495888,84 Grandville Ave,Toronto
2393,Broadview North,949000,43.684555,-79.35183,1082 Logan Ave,Toronto
2394,Rexdale,634900,43.723648,-79.589729,56 Millview Cres,Toronto
2395,Downtown,449000,43.660149,-79.360886,#2507 - 170 Sumach St,Toronto
2396,Downtown,439000,43.659824,-79.362724,#903 - 225 Sackville St,Toronto
2397,Downtown,575000,43.647224,-79.391098,#4206 - 21 Widmer St,Toronto
2398,Downtown,710000,43.645821,-79.394623,#1211 - 438 King St,Toronto
2399,Downtown,498880,43.650372,-79.382347,#1801 - 70 Temperance St,Toronto
2400,Newtonbrook,278000,43.783081,-79.416824,#1003 - 5740 Yonge St,Toronto
2401,Midtown Toronto,2988888,43.716148,-79.428299,101 Shelborne Ave,Toronto
2402,Kennedy Park,600000,43.723419,-79.258003,157 Linden Ave,Toronto
