,AreaName,Price ($),lat,lng,Address,City
0,Richview,999888,43.679882,-79.54426600000001,86 Waterford Dr,Toronto
4,Downtown,362000,43.651478000000004,-79.36811800000001,#1409 - 230 King St,Toronto
5,Old East York,1488000,43.686375,-79.328918,254A Monarch Park Ave,Toronto
6,Fairbank,25,43.691193,-79.461662,532 Caledonia Rd,Toronto
11,Wallace Emerson,113,43.664101,-79.439751,47 Armstrong Ave,Toronto
12,Old East York,599900,43.697842,-79.317368,3 Bracebridge Ave,Toronto
13,Parkdale,97,43.635578,-79.441345,#808 - 2167 Lake Shore Blvd,Toronto
14,Parkdale,49,43.635578,-79.441345,#2706 - 2167 Lake Shore Blvd,Toronto
15,Downtown,805900,43.666794,-79.388756,#710 - 1080 Bay St,Toronto
16,Midtown Toronto,97,43.662872,-79.423233,#A - 753 Shaw St,Toronto
17,Dorset Park,549900,43.749598999999996,-79.270844,160 Jenkinson Way,Toronto
18,Richview,850000,43.692314,-79.552635,40 Hawthorne Rd,Toronto
19,Downtown,1348000,43.642578,-79.3769,#4905 - 16 Harbour St,Toronto
20,Hillcrest Village,129,43.799479999999996,-79.357445,166 Mcnicoll Ave,Toronto
21,Morningside,675000,43.788639,-79.207932,430 Military Tr,Toronto
22,St. Andrew - Windfields,113,43.759003,-79.392075,67 Montressor Dr,Toronto
23,Bayview Woods - Steeles,49,43.799358000000005,-79.377914,46 Bruce Farm Dr,Toronto
24,Agincourt,49,43.807091,-79.26553299999999,#1215 - 2627 Mccowan Rd,Toronto
25,St. Clair West Village,25,43.68227,-79.44339000000001,247 Westmount Ave,Toronto
26,Ionview,499900,43.740097,-79.273987,31 Yorkshire Rd,Toronto
27,Kennedy Park,599000,43.733814,-79.25,34 Ordway Rd,Toronto
28,Rexdale,549900,43.726189,-79.582047,47 Waterbeach Cres,Toronto
29,Tam O'Shanter,698000,43.774623999999996,-79.298141,2 Moraine Hill Dr,Toronto
30,Woburn,145,43.769413,-79.21145600000001,11 Mid Pines Rd,Toronto
31,Humber Heights - Westmount,25,43.68417,-79.516685,#1002 - 61 Richview Rd,Toronto
32,Tam O'Shanter - Sullivan,145,43.772118,-79.309311,20 Shrewsbury Sq,Toronto
33,Malvern,338000,43.805099,-79.21195999999999,#18 - 170 Wickson Tr,Toronto
34,Don Valley Village,699800,43.792187,-79.365669,6 Willesden Rd,Toronto
35,Downtown,325000,43.650372,-79.382347,#2705 - 70 Temperance St,Toronto
36,Milliken,25,43.821087,-79.314796,37 Chapel Park Sq,Toronto
37,Wilson Heights,1149000,43.734875,-79.441017,49 Cadillac Ave,Toronto
38,Willowdale,25,43.757698,-79.409042,#711 - 16 Harrison Garden Blvd,Toronto
39,Downtown,97,43.6395,-79.393425,#3711 - 11 Brunel Crt,Toronto
40,Wexford - Maryvale,749900,43.742484999999995,-79.296707,4 Danube Dr,Toronto
41,Willowdale,419000,43.779987,-79.412735,#1209 - 35 Finch Ave,Toronto
68,Mimico,749000,43.609004999999996,-79.496078,9 Struthers St,Toronto
69,Wexford - Maryvale,649900,43.763866,-79.312263,1574 Pharmacy Ave,Toronto
70,Richview,595500,43.687061,-79.571083,26 Waterbury Dr,Toronto
71,Newtonbrook,145,43.787003000000006,-79.441383,44 Dewlane Dr,Toronto
72,Downtown,312000,43.666897,-79.389038,#3010 - 65 St  Mary St,Toronto
73,Agincourt,709900,43.809810999999996,-79.263359,1 Silbury Dr,Toronto
74,Dorset Park,599900,43.755790999999995,-79.28788,1465A Birchmount Rd,Toronto
75,Rexdale,25,43.733596999999996,-79.608871,85 Autumn Glen Circ,Toronto
76,Princess Margaret,1049000,43.666405,-79.553543,143 Princess Margaret Blvd,Toronto
77,Malvern,105,43.807106,-79.227829,#9 - 42 Pinery Tr,Toronto
78,Nortown,2888000,43.733734000000005,-79.425026,175 Haddington Ave,Toronto
79,Flemingdon Park,279900,43.717915000000005,-79.326309,## 911 - 5 Shady Gfwy,Toronto
80,Willowdale,299900,43.757698,-79.409042,#1805 - 16 Harrison Garden Blvd,Toronto
81,The Beach,1929000,43.668091,-79.301514,68 Kenilworth Ave,Toronto
82,Niagara,399900,43.639946,-79.416664,#1505 - 125 Western Battery Rd,Toronto
83,Woburn,25,43.759617,-79.206642,110 Kirker Ave,Toronto
84,Willowdale,3988000,43.774734,-79.40568499999999,138 Mckee Ave,Toronto
85,Downtown,548000,43.645641,-79.39295200000001,#2403 - 375 King St,Toronto
86,Midtown Toronto,5288000,43.691134999999996,-79.415573,22 Strathearn Blvd,Toronto
87,Bridlewood,145,43.796768,-79.315636,5051 Finch Ave,Toronto
88,Mimico,309000,43.62421,-79.489449,#406 - 300 Manitoba St,Toronto
89,Niagara,369000,43.636837,-79.406052,#1901 - 231 Fort York Blvd,Toronto
90,Liberty Village,420000,43.638054,-79.41481800000001,#1010 - 65 East Liberty St,Toronto
91,Downtown,33,43.640057,-79.393967,#3706 - 15 Fort York Blvd,Toronto
92,Bayview Village,429000,43.766094,-79.385582,#203 - 17 Kenaston Gdns,Toronto
93,Willowdale,559000,43.760464,-79.410248,#502 - 2 Anndale Dr,Toronto
94,Bendale,699900,43.744205,-79.262428,1060 Midland Ave,Toronto
95,Old East York,315000,43.696827,-79.29341099999999,#701 - 3 Massey Sq,Toronto
96,Bayview Village,428000,43.769611,-79.368416,#711 - 33 Singer Crt,Toronto
97,Dorset Park,113,43.769642,-79.28613299999999,70 Dundalk Dr,Toronto
98,Willowdale,348800,43.757408,-79.406853,#1127 - 5 Everson Dr,Toronto
99,Morningside,209900,43.786037,-79.197723,#1501 - 3050 Ellesmere Rd,Toronto
100,Midtown Toronto,989000,43.708542,-79.40211500000001,112 Helendale Ave,Toronto
101,Downtown,445900,43.669151,-79.387375,#2004 - 21 Balmuto St,Toronto
102,Rexdale,319901,43.74955,-79.58075,#707 - 5 Rowntree Rd,Toronto
103,Downtown,25,43.660812,-79.370216,255 Seaton St,Toronto
104,Birch Cliff,699000,43.688419,-79.267677,45 Valhalla Blvd,Toronto
105,Swansea,25,43.636292,-79.470467,#917 - 103 The Queensway Ave,Toronto
106,Niagara,105,43.637207000000004,-79.403572,#512 - 35 Bastion St,Toronto
107,Nortown,1299900,43.736374,-79.430412,102 Mcgillivray Ave,Toronto
108,Don Valley Village,41,43.78788,-79.351738,1 Axsmith Cres,Toronto
109,Henry Farm,325000,43.773922,-79.345726,#1912 - 62 Forest Manor Rd,Toronto
110,Ionview,25,43.732124,-79.275276,14 Rosemount Dr,Toronto
111,Humberlea,1049000,43.729229,-79.534203,9 Isaac Devins Blvd,Toronto
112,Woburn,25,43.773827000000004,-79.250023,#2202 - 88 Grangeway Ave,Toronto
113,Mimico,320000,43.62273,-79.483192,#3601 - 2220 Lakeshore Blvd,Toronto
114,York Mills,145,43.749531,-79.407188,#320 - 18 William Carson Cres,Toronto
115,Scarborough Junction,179000,43.72599,-79.265015,#537 - 665 Kennedy Rd,Toronto
116,Lansing,113,43.765152,-79.412277,#2112 - 4968 Yonge St,Toronto
117,Downtown,459000,43.650372,-79.382347,#2709 - 70 Temperance St,Toronto
118,Milliken,25,43.807594,-79.28289000000001,179 Carolbreen Sq,Toronto
119,Willowdale,409900,43.769829,-79.413467,#2708 - 5168 Yonge St,Toronto
120,Downtown,105,43.660103,-79.385086,#1003 - 763 Bay St,Toronto
121,Willowdale,580000,43.760135999999996,-79.40789000000001,#1905 - 17 Anndale Dr,Toronto
122,Islington - City Centre West,33,43.639355,-79.53694899999999,#303 - 5229 Dundas St,Toronto
123,Toronto,25,43.824669,-79.274445,#1509 - 88 Alton Towers Circ,Toronto
124,Willowdale,605900,43.760464,-79.410248,#2002 - 2 Anndale Dr,Toronto
125,West Hill,25,43.76638,-79.197601,#613 - 4064 Lawrence Ave,Toronto
126,Bayview Village,105,43.769721999999994,-79.36692,#901 - 2756 Old Leslie St,Toronto
127,Leaside,25,43.7057,-79.374969,1571-73 Bayview Ave,Toronto
128,Midtown Toronto,49,43.66571,-79.40909599999999,#Main Fl - 454 Bloor St,Toronto
129,Leaside,97,43.7057,-79.374969,1571-73 Bayview Ave,Toronto
130,Willowdale,469900,43.765537,-79.413155,#2016 - 155 Beecroft Rd,Toronto
131,Leaside,25,43.714638,-79.35463,#403 - 35 Brian Peck Cres,Toronto
132,Willowdale,515000,43.760181,-79.408218,#1016 - 35 Bales Ave,Toronto
133,Long Branch,25,43.600151000000004,-79.52619200000001,88 Twenty Sixth St,Toronto
134,Downtown,438800,43.641346,-79.372421,#729 - 39 Queens Quay Way,Toronto
135,Downsview,579999,43.743221000000005,-79.488487,22 Norman Wesley Way,Toronto
136,Birch Cliff,1790000,43.685295,-79.281013,25 Parkland Rd,Toronto
137,Humber Heights - Westmount,25,43.691578,-79.516853,2 La Rush Dr,Toronto
138,Carleton Village,699900,43.673656,-79.455894,30 Exeter St,Toronto
139,Islington,598000,43.649681,-79.530716,#305 - 9 Burnhamthorpe Cres,Toronto
140,Leslieville,1369900,43.663742,-79.324966,#Loft 2 - 2B Minto St,Toronto
141,Downtown,33,43.641346,-79.372421,#815 - 39 Queens Quay Way,Toronto
142,Niagara,25,43.638512,-79.400894,#716 - 169 Fort York Blvd,Toronto
143,Rexdale,254900,43.759262,-79.585342,#1605 - 61 Markbrook Lane,Toronto
144,Midtown Toronto,105,43.689011,-79.400002,#1 - 105 Heath St,Toronto
145,Downtown,33,43.652451,-79.388931,#514 - 210 Simcoe St,Toronto
146,Bayview Village,559999,43.767936999999996,-79.387955,#724 - 2885 Bayview Ave,Toronto
147,Old Town,337000,43.653217,-79.368378,#402 - 323 Richmond St,Toronto
148,Riverdale,1599000,43.682064000000004,-79.353073,90 Browning Ave,Toronto
149,Downtown,438000,43.647224,-79.391098,#3307 - 21 Widmer St,Toronto
150,Steeles,329900,43.814667,-79.326698,#1108 - 55 Bamburgh Circ,Toronto
151,Malvern,849000,43.815104999999996,-79.217415,42 Rovinelli Rd,Toronto
152,Newtonbrook,389999,43.784409000000004,-79.416061,#907 - 5791 Yonge St,Toronto
153,The Queensway,699900,43.628426,-79.49398000000001,592 The Queensway,Toronto
154,Hillcrest Village,17,43.805328,-79.355812,44 Barkwood Cres,Toronto
155,Bayview Village,25,43.767746,-79.370918,#3006 - 121 Mcmahon Dr,Toronto
156,Weston,319800,43.701572,-79.52018699999999,#2604 - 1 King St,Toronto
157,Newtonbrook,560000,43.78017,-79.418251,#713 - 15 Greenview Ave,Toronto
158,Downtown,448888,43.668777,-79.383995,#1711 - 45 Charles St,Toronto
159,Niagara,399000,43.636345,-79.404808,#2011 - 215 Fort York Blvd,Toronto
160,Downtown,704900,43.661792999999996,-79.384506,#4004 - 21 Grenville St,Toronto
161,Downtown,389000,43.645984999999996,-79.389938,#1310 - 8 Mercer St,Toronto
162,Newtonbrook,283000,43.780453,-79.413811,#201 - 3 Pemberton Ave,Toronto
163,Mimico,579000,43.630383,-79.47627299999999,#1103 - 3 Marine Parade Dr,Toronto
164,Rouge,3599000,43.806259000000004,-79.158813,61 Boydwood Lane,Toronto
165,York Mills,8995000,43.743626,-79.391846,75 Highland Cres,Toronto
166,Downtown,329000,43.654648,-79.37925,#816 - 210 Victoria St,Toronto
167,White Haven,650000,43.786873,-79.256088,17 Tineta Cres,Toronto
168,Lawrence Heights,359000,43.714591999999996,-79.452911,#612 - 800 Lawrence Ave,Toronto
169,Casa Loma,35000,43.684158000000004,-79.419075,#5 - 1500 Bathurst St,Toronto
261,Midtown Toronto,699000,43.676369,-79.405739,#525 - 380 MACPHERSON AVE,Toronto
262,Swansea,789900,43.636292,-79.470467,#2704 - 103 THE QUEENSWAY WAY,Toronto
263,Downtown,379000,43.640223999999996,-79.39595,#725 - 10 CAPREOL CRT,Toronto
264,Downtown,568000,43.639782000000004,-79.397949,#2103 - 151 DAN LECKIE WAY,Toronto
265,Leslieville,29900,43.672264,-79.32128900000001,1453 GERRARD ST E,Toronto
266,Midtown Toronto,415000,43.674103,-79.388809,#1407 - 914 YONGE ST,Toronto
267,Downtown,1299000,43.6604,-79.379234,77 MCGILL ST,Toronto
268,Downtown,650000,43.643845,-79.391823,#307 - 20 BLUE JAYS WAY,Toronto
269,Liberty Village,388000,43.638775,-79.41626,#902 - 150 EAST LIBERTY ST,Toronto
270,Downtown,375000,43.658798,-79.384392,#511 - 44 GERRARD ST W,Toronto
271,King West Village,589900,43.63818,-79.413895,#Th6 - 6 PIRANDELLO ST,Toronto
272,Midtown Toronto,1399000,43.68544,-79.395966,48 BALMORAL AVE,Toronto
273,Midtown Toronto,2799000,43.717831,-79.395996,148 BLYTHWOOD RD,Toronto
274,Niagara,450000,43.636837,-79.406052,#432 - 231 FORT YORK BLVD,Toronto
275,Downtown,449900,43.652714,-79.3563,#N707 - 455 FRONT ST E,Toronto
276,East Danforth,397500,43.685455,-79.313133,#711 - 2055 DANFORTH AVE,Toronto
277,Wallace Emerson,939000,43.661915,-79.439941,712 BROCK AVE,Toronto
278,North Toronto,380000,43.711781,-79.39164,#319 - 900 MOUNT PLEASANT RD,Toronto
279,Downtown,565000,43.65765,-79.376762,#630 - 155 DALHOUSIE ST,Toronto
280,Niagara,349000,43.639881,-79.414192,#915 - 50 WESTERN BATTERY RD,Toronto
281,Entertainment District,573000,43.649025,-79.38713800000001,1004 126 Simcoe Street,Toronto
282,Downtown,589000,43.652451,-79.388931,#804 - 210 SIMCOE ST,Toronto
283,Downtown,299000,43.645984999999996,-79.389938,#202 - 8 MERCER ST,Toronto
284,Downtown,599000,43.661896,-79.38575,#4001 - 38 GRENVILLE ST,Toronto
285,Downtown,739900,43.642464000000004,-79.375519,#411 - 10 YONGE ST,Toronto
286,Swansea,1299900,43.652039,-79.470833,#707 - 383 ELLIS PARK RD,Toronto
287,Downtown,508000,43.647942,-79.390945,#2111 - 290 ADELAIDE ST W,Toronto
288,Midtown Toronto,599000,43.708008,-79.400787,#1807 - 58 ORCHARD VIEW BLVD,Toronto
289,The Beach,2095000,43.668625,-79.296623,4 A VIOLET AVE,Toronto
290,Downtown,375000,43.667915,-79.375679,#702 - 500 SHERBOURNE ST,Toronto
291,Downtown,339000,43.660103,-79.385086,#2115 - 763 BAY ST,Toronto
292,Dufferin Grove,379900,43.660225,-79.428726,#406 - 707 DOVERCOURT RD,Toronto
293,Woodbine - Lumsden,899900,43.690174,-79.304123,82 CHISHOLM AVE,Toronto
294,Midtown Toronto,579000,43.685623,-79.409592,#616 - 6 PARKWOOD AVE,Toronto
295,Downtown,579000,43.649246000000005,-79.375755,#414 - 22 LEADER LANE,Toronto
296,Downtown,359900,43.644932,-79.392143,#525 - 36 BLUE JAYS WAY,Toronto
297,Trinity - Bellwoods,919000,43.647694,-79.42276,6 GROVE AVE,Toronto
298,Midtown Toronto,1399000,43.70208,-79.437904,90 FAIRLEIGH CRES,Toronto
299,Downtown,1900,43.647663,-79.390419,295 Adelaide Street,Toronto
300,Leslieville,859000,43.665805999999996,-79.33489200000001,40 MALLON AVE W,Toronto
301,Niagara,289000,43.636345,-79.404808,#603 - 215 FORT YORK BLVD,Toronto
302,Entertainment District,560000,43.642208000000004,-79.383728,#810 - 51 LOWER SIMCOE ST,Toronto
303,Niagara,309900,43.637035,-79.402863,#1231 - 38 GRAND MAGAZINE ST,Toronto
304,Swansea,269900,43.636173,-79.47075699999999,#407 - 105 THE QUEENSWAY AVE,Toronto
305,Downtown,425000,43.669456,-79.387474,#2407 - 35 BALMUTO ST,Toronto
306,Downtown,395000,43.649731,-79.365303,#609 - 222 THE ESPLANADE,Toronto
307,Midtown Toronto,1399999,43.671864,-79.393814,#2 B - 36 HAZELTON AVE,Toronto
308,Liberty Village,375000,43.638775,-79.41626,#1315 - 150 EAST LIBERTY ST,Toronto
309,Downtown,420000,43.644455,-79.37653399999999,#3614 - 18 YONGE ST,Toronto
310,Downtown,1525000,43.668617,-79.38943499999999,#703 - 1166 BAY ST,Toronto
311,Liberty Village,379900,43.638306,-79.414787,#910 - 75 EAST LIBERTY ST,Toronto
312,Downtown,449900,43.639343,-79.39984100000001,#2111 - 170 FORT YORK BLVD,Toronto
313,Downtown,374000,43.656807,-79.37509200000001,#1203 - 159 DUNDAS ST E,Toronto
314,Eglinton East,699900,43.742371,-79.245285,1315 DANFORTH RD,Toronto
315,Downtown,500000,43.656715000000005,-79.37155899999999,#39 - 17 PEMBROKE ST,Toronto
316,Davisville,415000,43.705597,-79.397453,#3010 - 2191 YONGE ST,Toronto
317,Lambton Baby Point,404900,43.648071,-79.486664,#728 - 2 OLD MILL DR,Toronto
318,Lambton Baby Point,514900,43.648071,-79.486664,#211 - 2 OLD MILL DR,Toronto
319,Mimico,699995,43.62001,-79.483086,#902 - 2261 LAKE SHORE BLVD W,Toronto
320,Henry Farm,399000,43.775208,-79.336426,#3005 - 2015 SHEPPARD AVE E,Toronto
321,Bayview Village,349900,43.769569,-79.369514,#1606 - 19 SINGER CRT,Toronto
322,Lambton,959000,43.664501,-79.492035,129 WATSON AVE,Toronto
323,Nortown,2698000,43.734093,-79.42907,154 DUNBLAINE AVE,Toronto
324,West Hill,669000,43.760899,-79.191841,24 CORONATION DR,Toronto
325,Pleasant View,385000,43.792374,-79.33669300000001,#210 - 165 CHEROKEE BLVD,Toronto
326,Humber Summit,312900,43.757954,-79.557304,#5 - 175 TORYORK DR,Toronto
327,Willowdale,399000,43.757988,-79.403625,#905 - 120 HARRISON GARDEN BLVD,Toronto
328,Scarborough Junction,678000,43.701309,-79.27533000000001,93 DAIRY DR,Toronto
329,Morningside,255999,43.786823,-79.19548,#2010 - 100 MORNELLE CRT,Toronto
330,Downsview,619900,43.738079,-79.50128199999999,195 GILTSPUR DR,Toronto
331,Toronto,352500,43.75103,-79.465858,#1016 - 55 DE BOERS DR,Toronto
332,Kingsview Village,479900,43.697365000000005,-79.546089,#2308 - 2000 ISLINGTON AVE,Toronto
333,Dorset Park,688888,43.764812,-79.280273,#13 - 1415 KENNEDY RD,Toronto
334,Humberlea,599000,43.721088,-79.538445,3 JASMINE RD,Toronto
335,Rexdale,59500,43.747585,-79.579842,#809 - 40 PANORAMA CRT,Toronto
336,Kennedy Park,749000,43.720936,-79.254662,35 MAGNOLIA AVE,Toronto
337,Wilson Heights,294000,43.749321,-79.437149,#513 - 4200 BATHURST ST,Toronto
338,Lawrence Heights,575000,43.717735,-79.44203900000001,#25 - 21 REPLIN RD,Toronto
339,Willowdale,1528000,43.761971,-79.397667,198 GLENDORA AVE,Toronto
340,Hillcrest Village,2000000,43.807964,-79.366913,53 ASPENWOOD DR,Toronto
341,Briar Hill - Belgravia,650000,43.694396999999995,-79.462372,627 CALEDONIA RD,Toronto
342,Eringate - Centennial - West Deane,259900,43.639858000000004,-79.584564,#903 - 335 MILL RD,Toronto
343,Bayview Village,524888,43.767936999999996,-79.387955,#730 - 2885 BAYVIEW AVE,Toronto
344,Eglinton East,699800,43.743881,-79.231148,124 GREENWICH SQ,Toronto
345,Agincourt,293900,43.779205,-79.28151700000001,#2813 - 181 VILLAGE GREEN SQ,Toronto
346,Emery,699800,43.736176,-79.544945,117 VEROBEACH BLVD,Toronto
347,Jane and Finch,399900,43.738815,-79.51902,43 JOHN CABOT WAY,Toronto
348,Mimico,314900,43.624207,-79.488228,#821 - 165 LEGION RD N,Toronto
349,Bendale,639000,43.764198,-79.241608,63 JARWICK DR,Toronto
350,L'Amoreaux,699000,43.809433,-79.32437900000001,22 MOSSBROOK CRES,Toronto
351,Steeles,699900,43.818989,-79.32539399999999,92 FRANK RIVERS DR,Toronto
352,Malvern,549000,43.81366,-79.234749,90 CRITTENDEN SQ,Toronto
353,Willowdale,418888,43.760464,-79.410248,#1304 - 2 ANNDALE DR,Toronto
354,Brookhaven - Amesbury,599900,43.695271000000005,-79.497498,45 MILLENNIUM DR,Toronto
355,Bayview Village,529000,43.788269,-79.368301,6 WOODY VINEWAY WAY,Toronto
356,Pleasant View,599000,43.780949,-79.339569,84 MUIRHEAD RD,Toronto
357,Eringate - Centennial - West Deane,419900,43.639858000000004,-79.584564,#1101 - 335 MILL RD,Toronto
358,Woburn,355000,43.780956,-79.249779,#2611 - 88 CORPORATE DR,Toronto
359,Woodbine Gardens,665000,43.703903000000004,-79.295723,114 MEIGHEN AVE,Toronto
360,Mimico,778900,43.621113,-79.507195,821 B OXFORD ST,Toronto
361,Victoria Village,1388800,43.728958,-79.315933,132 ELVASTON DR,Toronto
362,Willowdale,299000,43.765537,-79.413155,#2102 - 155 BEECROFT RD,Toronto
363,Emery,309000,43.747166,-79.564651,#1010 - 3043 FINCH WEST AVE,Toronto
364,Newtonbrook,1599000,43.793625,-79.387253,571 CUMMER AVE,Toronto
365,Port Union,756900,43.777721,-79.137276,31 VESSEL CRES,Toronto
366,Pleasant View,372000,43.792374,-79.33669300000001,#109 - 165 CHEROKEE BLVD,Toronto
367,Bayview Woods - Steeles,1369000,43.788219,-79.388046,37 GEMINI RD,Toronto
368,Eatonville,1569000,43.635109,-79.543159,7 OVIDA AVE,Toronto
369,Wilson Heights,319900,43.734035,-79.447968,#E 508 - 555 WILSON AVE,Toronto
370,Newtonbrook,520000,43.780727,-79.41999100000001,#49 - 49 HENDON AVE,Toronto
371,Willowdale,335000,43.774994,-79.413467,#1008 - 5 NORTHTOWN WAY,Toronto
372,Mimico,425000,43.62273,-79.483192,#2504 - 2220 LAKE SHORE BLVD W,Toronto
373,Steeles,381000,43.81361,-79.32341,#108 - 275 BAMBURGH CIRC,Toronto
374,Tam O'Shanter,338000,43.785804999999996,-79.292114,#1202 - 185 BONIS AVE,Toronto
375,Newtonbrook,299000,43.780666,-79.44633499999999,#2208 - 100 ANTIBES DR,Toronto
376,Wilson Heights,339900,43.734478,-79.446472,#509 - 525 WILSON AVE,Toronto
377,L'Amoreaux,799000,43.793324,-79.327263,80 HEPSCOTT TERR,Toronto
378,Rexdale,200000,43.733540000000005,-79.592949,#27 - 242 JOHN GARLAND BLVD,Toronto
379,Silverthorn,829000,43.687645,-79.477287,7 LANDOUR AVE,Toronto
380,Islington,54900,43.648006,-79.529228,4937 DUNDAS ST W,Toronto
381,Midtown Toronto,1395000,43.711784,-79.43515,90 GLEN PARK AVE,Toronto
382,Steeles,269000,43.81361,-79.32341,#1210 - 275 BAMBURGH CIRC,Toronto
383,Midtown Toronto,1420000,43.688213,-79.433723,225 ATLAS AVE,Toronto
384,Birch Cliff,455000,43.701328000000004,-79.264549,108 AYLESWORTH AVE,Toronto
385,Nortown,2388000,43.727737,-79.42942,567 MELROSE AVE,Toronto
386,Don Valley Village,669000,43.773926,-79.361595,55 LAURIE SHEPWAY WAY,Toronto
387,L'Amoreaux,599000,43.802258,-79.29860699999999,33 PUMA DR,Toronto
388,Jane and Finch,239900,43.753849,-79.513535,#155 - 68 DRIFTWOOD AVE,Toronto
389,Jane and Finch,575000,43.74192,-79.509659,17 WHITBREAD CRES,Toronto
390,The Queensway,849500,43.631695,-79.510124,36 CASTLEBAR RD,Toronto
391,Birch Cliff,2348900,43.678131,-79.280182,92 BLANTYRE AVE,Toronto
392,Armdale,345,43.825053999999994,-79.24681899999999,#27 -46 - 30 IRONSIDE CRES,Toronto
393,Wilson Heights,318000,43.752891999999996,-79.449783,#302 - 801 SHEPPARD AVE W,Toronto
394,Midtown Toronto,1148000,43.717461,-79.37886,#601 - 1888 BAYVIEW AVE,Toronto
395,Willowdale,399800,43.763969,-79.407013,#2308 - 88 SHEPPARD AVE E,Toronto
396,Eatonville,274900,43.639694,-79.563148,#827 - 2 EVA RD,Toronto
397,Downtown,401900,43.648296,-79.39295200000001,#711 - 125 PETER ST,Toronto
398,Downtown,388800,43.652451,-79.388931,#1702 - 210 SIMCOE ST,Toronto
399,Jane and Finch,599900,43.759514,-79.491844,63 COUNCIL CRES,Toronto
400,Bayview Village,478000,43.767746,-79.370918,#1508 - 121 MCMAHON DR,Toronto
401,Lawrence Heights,357000,43.717121,-79.441757,#738 - 650 LAWRENCE AVE W,Toronto
402,Downtown,593900,43.650372,-79.382347,#3501 - 70 TEMPERANCE ST,Toronto
403,Wilson Heights,455000,43.734478,-79.446472,#108 - 525 WILSON AVE,Toronto
404,Willowdale,399000,43.765842,-79.410057,#1902 - 35 HOLLYWOOD AVE,Toronto
405,Downtown,419000,43.670372,-79.384468,#1414 - 85 BLOOR ST E,Toronto
406,Mimico,437888,43.622883,-79.481972,#2607 - 2200 LAKESHORE BLVD,Toronto
407,Dorset Park,229000,43.751743,-79.266388,#1207 - 2550 LAWRENCE AVE E,Toronto
408,Port Hope,497250,43.960762,-78.323914,#207 - 55 ANN O&#39;REILLY RD,Toronto
409,Niagara,303400,43.636345,-79.404808,#111 - 215 FORT YORK BLVD,Toronto
410,Downtown,299999,43.641788,-79.381874,#3511 - 14 YORK ST,Toronto
411,York University Heights,779000,43.765240000000006,-79.502808,25 DELABO DR,Toronto
412,Downtown,419900,43.650372,-79.382347,#5014 - 70 TEMPERANCE ST,Toronto
413,Bayview Village,475000,43.769611,-79.368416,#3105 - 33 SINGER CRT,Toronto
414,Lansing,589000,43.760517,-79.411743,#602 - 11 BOGERT AVE,Toronto
415,Rouge,899900,43.808025,-79.189018,9 ANTELOPE DR,Toronto
416,Willowdale,2498000,43.765755,-79.433098,278 BETTY ANN DR N,Toronto
417,Eatonville,289900,43.640301,-79.562302,#711 - 6 EVA RD,Toronto
418,Downtown,378000,43.670547,-79.380585,#3103 - 28 TED ROGERS WAY,Toronto
419,Downtown,559800,43.669643,-79.380608,#2702 - 101 CHARLES ST E,Toronto
420,Newtonbrook,688000,43.778427,-79.45053100000001,#Th 40 - 31 CONEFLOWER CRES,Toronto
421,Rexdale,239900,43.724765999999995,-79.616486,#2316 - 700 HUMBERWOOD BLVD,Toronto
422,Willowdale,568000,43.760135999999996,-79.40789000000001,#1905 - 17 Anndale Dr,Toronto
423,King West Village,636000,43.642071,-79.41458100000001,#305 - 39 Shank St,Toronto
424,Cliffcrest,599000,43.721256,-79.24503299999999,9 Andrew Ave,Toronto
425,Little Portugal,330000,43.641529,-79.424118,#1815 - 150 Sudbury St,Toronto
426,Newtonbrook,949900,43.778614000000005,-79.441551,23 Kenton Dr,Toronto
609,Bridlewood,229900,43.794464000000005,-79.312782,#402 - 1250 Bridletowne Circ,Toronto
610,Willowdale,427900,43.769981,-79.411751,#302 - 28 Empress Ave,Toronto
611,Toronto,749000,43.640353999999995,-79.426109,#514 - 25 Laidlaw St,Toronto
612,Midtown Toronto,1750000,43.718014000000004,-79.392662,255 Blythwood Rd,Toronto
613,Niagara,299900,43.642792,-79.407196,#320 - 801 KING ST W,Toronto
614,Earlscourt,625000,43.679153,-79.457504,69 GILBERT AVE,Toronto
615,Old Town,320000,43.653194,-79.36863699999999,#554 - 313 RICHMOND ST E,Toronto
616,Leslieville,599900,43.674438,-79.322563,359 ASHDALE AVE,Toronto
617,Downtown,519900,43.649609000000005,-79.403625,#Th 2 - 68 CARR ST,Toronto
618,Little Italy,1098000,43.651443,-79.418373,7 HARRISON ST,Toronto
619,Downtown,479000,43.661792999999996,-79.384506,#Ph06 - 21 GRENVILLE ST,Toronto
620,Midtown Toronto,2495000,43.692696000000005,-79.414703,482 SPADINA RD,Toronto
621,Riverdale,539000,43.657416999999995,-79.349815,#419 - 68 BROADVIEW AVE,Toronto
622,Leslieville,699000,43.66098,-79.330055,785 EASTERN AVE,Toronto
623,High Park North,995000,43.662804,-79.465935,152 MEDLAND ST,Toronto
624,Earlscourt,789000,43.676144,-79.443947,162 ROSEMOUNT Avenue,Toronto
625,Old Town,369900,43.653194,-79.36863699999999,#Ph62 - 313 RICHMOND ST E,Toronto
626,Midtown Toronto,2399900,43.696071999999994,-79.40477,737 AVENUE RD,Toronto
627,High Park North,749900,43.663395,-79.45800799999999,17 BRAD ST,Toronto
