,AreaName,Price ($),lat,lng,Address,City
15712,Toronto,329000,43.824078,-79.27377299999999,#2014 - 80 ALTON TOWERS CIRC,Toronto
15713,Agincourt,369000,43.778069,-79.28173100000001,#710 - 125 VILLAGE GREEN SQ,Toronto
15714,Islington - City Centre West,325000,43.639355,-79.53694899999999,#412 - 5229 DUNDAS ST W,Toronto
15716,Islington - City Centre West,284500,43.643349,-79.558502,#242 B - 364 THE EAST MALL AVE,Toronto
15717,Milliken,188000,43.809711,-79.293976,#309 - 200 SILVER STAR BLVD,Toronto
15718,Rockcliffe - Smythe,519000,43.676590000000004,-79.507599,#911 - 260 SCARLETT RD,Toronto
15719,Humber Bay Shores,515000,43.628979,-79.477852,#1509 - 2111 LAKE SHORE BLVD W,Toronto
15720,Etobicoke West Mall,259000,43.646812,-79.566681,#115 - 451 THE WEST MALL,Toronto
15721,Parkwoods - Donalda,334900,43.752784999999996,-79.332695,#808 - 18 VALLEY WOODS RD,Toronto
15725,Willowdale,318800,43.757355,-79.409355,#1009 - 18 HARRISON GARDEN BLVD,Toronto
15728,Milliken,339000,43.800636,-79.30703000000001,#207 - 25 SILVER SPRINGS BLVD,Toronto
15729,Bendale,279800,43.773582,-79.25891899999999,#1508 - 50 BRIAN HARRISON WAY,Toronto
15745,Wexford - Maryvale,439888,43.748531,-79.286057,#1502 - 1328 BIRCHMOUNT RD,Toronto
15748,Islington - City Centre West,339900,43.64397,-79.528503,#2204 - 3 Michael Power Pl,Toronto
15749,Swansea,799999,43.636528000000006,-79.470863,#119 - 107 THE QUEENSWAY AVE,Toronto
15750,Midtown Toronto,454800,43.670319,-79.394432,#1916 - 155 YORKVILLE AVE,Toronto
15751,Entertainment District,619900,43.641490999999995,-79.382607,#902 - 19 GRAND TRUNK CRES,Toronto
15752,Midtown Toronto,789800,43.708694,-79.394318,#603 - 141 ROEHAMPTON AVE,Toronto
15767,Humber Bay Shores,1088000,43.631355,-79.474609,#4104 - 2045 Lake Shore Blvd,Toronto
15775,Thornhill,349000,43.830166,-79.467117,#2707 - 33 SHORE BREEZE DR,Toronto
15776,Midtown Toronto,2395000,43.673171999999994,-79.389687,#103 - 32 DAVENPORT RD,Toronto
15777,Cliffside,579000,43.712502,-79.246597,2575 KINGSTON RD,Toronto
15778,Bendale,309800,43.772751,-79.260788,#3202 - 83 BOROUGH DR,Toronto
15779,Midtown Toronto,299900,43.672596,-79.388634,#709 - 8 SCOLLARD ST,Toronto
15780,Henry Farm,328800,43.774746,-79.336929,#1706 - 275 YORKLAND RD,Toronto
15781,Downtown,747888,43.668777,-79.383995,#4002 - 45 CHARLES ST,Toronto
15782,Downtown,379800,43.637386,-79.398201,#2903 - 38 DAN LECKIE WAY,Toronto
15783,Midtown Toronto,1549000,43.705546999999996,-79.38589499999999,401 HILLSDALE AVE E,Toronto
15784,Willowdale,659900,43.763882,-79.410576,#1814 - 30 GREENFIELD AVE,Toronto
15785,The Danforth,749000,43.684986,-79.308685,37 IONA AVE,Toronto
15786,Bayview Village,369000,43.765289,-79.382339,#2005 - 3 REAN DR,Toronto
15787,Steeles,358000,43.814705,-79.325653,#727 - 75 BAMBURGH CIRC,Toronto
15788,Downtown,58000,43.665749,-79.385513,#Parkin- 5 ST JOSEPH ST,Toronto
15789,Agincourt,380000,43.807128999999996,-79.26754,#1602 - 5001 FINCH AVE E,Toronto
15791,Henry Farm,374500,43.773922,-79.345726,#413 - 62 FOREST MANOR RD,Toronto
15792,Leaside,1250000,43.718243,-79.376419,#Th19 - 20 BURKEBROOK PL,Toronto
15796,Downtown,1279900,43.643799,-79.39960500000001,#615 - 75 PORTLAND ST,Toronto
15797,Downtown,328000,43.640381,-79.397339,#2512 - 21 ICEBOAT TERR,Toronto
15801,Downtown,499900,43.667709,-79.386383,# 2407 - 75 ST NICHOLAS ST,Toronto
15802,Leslieville,499000,43.658466,-79.339561,528 Eastern Ave,Toronto
15805,Wilson Heights,329900,43.734478,-79.446472,#533 - 525 Wilson Ave,Toronto
15808,Rexdale,279900,43.759009999999996,-79.588539,#201 - 10 MARKBROOK LANE,Toronto
15810,Wilson Heights,1198000,43.745205,-79.440338,16 Erica Ave,Toronto
15816,Midtown Toronto,3649000,43.708195,-79.376076,1715 BAYVIEW AVE,Toronto
15818,Sunnylea,1899000,43.6399,-79.506279,172 HUMBERVALE BLVD,Toronto
15819,Downsview,1285000,43.732979,-79.480469,70 Cuffley Crescent,Toronto
15823,Willowdale,2500000,43.764912,-79.395638,336 SHEPPARD AVE E,Toronto
15826,Scarborough Junction,119900,43.72599,-79.265015,#524 - 665 Kennedy Rd,Toronto
15828,Rouge,329900,43.802887,-79.169403,#816 - 10 DEAN PARK RD,Toronto
15832,Rockcliffe - Smythe,649900,43.676338,-79.504738,120 Clairton Cres,Toronto
15840,Willowdale,489900,43.766205,-79.39005999999999,#610 - 1 CLAIRTRELL RD,Toronto
15843,Alderwood,1148000,43.602165,-79.544388,496 -498 HORNER AVE,Toronto
15849,Leaside,1895000,43.704941,-79.364235,214 SUTHERLAND DR,Toronto
15853,Nortown,2248000,43.72076,-79.425728,487 GLENGARRY AVE,Toronto
15855,Humberlea,849000,43.731441,-79.53471400000001,58 RON ATTWELL ST,Toronto
15858,Downtown,559000,43.661792999999996,-79.384506,#Ph-01 - 21 GRENVILLE ST,Toronto
15864,Midtown Toronto,2850000,43.687328,-79.418327,611 LONSDALE RD,Toronto
15866,Downtown,429000,43.645984999999996,-79.389938,#2912 - 8 MERCER ST,Toronto
15872,Bayview Village,385000,43.766758,-79.38247700000001,#102 - 15 REAN DR,Toronto
15873,Rexdale,359000,43.73069,-79.611,#1002 - 6 HUMBERLINE DR,Toronto
15884,Little Portugal,325990,43.641697,-79.42343100000001,#2006 E - 36 LISGAR ST,Toronto
15890,Toronto,360000,43.640335,-79.424477,#1726 - 38 JOE SHUSTER WAY,Toronto
15896,Downtown,1277000,43.669456,-79.387474,#3703 - 35 Balmuto St,Toronto
15898,Kennedy Park,725000,43.727692,-79.269615,14 Miniot Circ,Toronto
15905,Don Valley Village,1298000,43.790825,-79.345268,201 KINGSLAKE RD,Toronto
15906,Rexdale,139900,43.722031,-79.543945,#1511 - 236 ALBION RD,Toronto
15907,Willowdale,388900,43.777996,-79.415718,#303 - 5500 YONGE ST,Toronto
15908,Downtown,399000,43.640057,-79.393967,#2608 - 15 FORT YORK BLVD,Toronto
15909,Downtown,628000,43.656731,-79.383461,#2401 - 633 BAY ST,Toronto
15910,Danforth Village,778000,43.688488,-79.301041,2584 DANFORTH AVE,Toronto
15919,Downtown,749888,43.668777,-79.383995,#4102 - 45 CHARLES ST,Toronto
15920,Downtown,385000,43.639782000000004,-79.397949,#1041 - 151 DAN LECKIE WAY,Toronto
15925,Bayview Village,304900,43.765186,-79.38472,#409 - 17 BARBERRY PL,Toronto
15929,Humberlea,899900,43.718468,-79.53750600000001,2783 WESTON RD,Toronto
15933,Willowdale,448800,43.773094,-79.415596,#1108 - 30 CANTERBURY PL,Toronto
15934,Jane and Finch,299900,43.754002,-79.514374,#120 - 36 VENETIAN CRES,Toronto
15935,Bridlewood,288000,43.79488,-79.313713,#408 - 10 STONE HILL CRT,Toronto
15937,Malvern,509000,43.808193,-79.209816,15 FRONTIER PKWY,Toronto
15938,Old East York,219000,43.696163,-79.292953,#2216 - 5 MASSEY SQ,Toronto
15941,Silverstone,399999,43.742641,-79.60051700000001,#32 - 433 SILVERSTONE DR,Toronto
15944,Jane and Finch,558000,43.743279,-79.521927,130 LAURA RD,Toronto
15945,Humber Bay,1275000,43.637432000000004,-79.48526,12 RIVER VALLEY CRES,Toronto
15948,Rexdale,649000,43.717667,-79.55246700000001,39 RINGWAY CRES,Toronto
15949,Swansea,395000,43.637009,-79.46713299999999,#16 - 93 THE QUEENSWAY AVE,Toronto
15950,Willowdale,428800,43.775146,-79.412666,#808 - 880 GRANDVIEW WAY,Toronto
15954,Downtown,478000,43.650372,-79.382347,#3309 - 70 TEMPERANCE ST,Toronto
15955,Beach Hill,20000,43.673386,-79.318268,30 EASTWOOD RD,Toronto
15956,Downtown,1095000,43.65765,-79.376762,#701 - 155 DALHOUSIE ST,Toronto
15959,Greenwood - Coxwell,649000,43.670719,-79.326134,38 RICHARD Avenue,Toronto
15960,Downtown,685000,43.667358,-79.377502,#17 - 6 WELLESLEY PL,Toronto
15963,Downtown,1990000,43.657421,-79.40509,376 COLLEGE ST,Toronto
15964,Edenbridge - Humber Valley,5695000,43.665371,-79.517471,5 EDGEHILL RD,Toronto
15966,Brockton Village,719900,43.659225,-79.437096,#2709 - 1 BLOOR ST,Toronto
15972,Downsview,629999,43.734778999999996,-79.510941,14 GILTSPUR DR,Toronto
15973,Willowdale,308000,43.779659,-79.414589,#206 - 22 OLIVE AVE,Toronto
15977,Willowdale,519000,43.76556,-79.41280400000001,#1016 - 4968 YONGE ST,Toronto
15979,Long Branch,1350000,43.591526,-79.539986,78 THIRTY NINTH ST,Toronto
15980,Cliffcrest,679900,43.718128,-79.23530600000001,89 EASTVILLE AVE,Toronto
15990,Eatonville,273000,43.639694,-79.563148,#827 - 2 EVA RD,Toronto
15994,Henry Farm,299900,43.769733,-79.34548199999999,#1102 - 10 Parkway Forest Dr,Toronto
15996,Thornhill,150000,43.791878000000004,-79.44838,1045 STEELES AVE W,Toronto
15998,Leaside,1250000,43.718243,-79.376419,#Th19 - 20 BURKEBROOK PL,Toronto
16003,Dufferin Grove,75000,43.660145,-79.433525,1089 BLOOR ST,Toronto
16005,Tam O'Shanter,498888,43.785709000000004,-79.293724,#1101 - 168 BONIS AVE,Toronto
16008,Brookhaven,799999,43.694416,-79.496788,62 TOUCHSTONE DR,Toronto
16009,Harbord Village,359900,43.658035,-79.40194699999999,9 San Roberto Way,Toronto
16010,Earlscourt,550000,43.679153,-79.457504,69 GILBERT AVE,Toronto
16011,Brookhaven - Amesbury,725000,43.695908,-79.49736,66 MILLENNIUM DR,Toronto
16012,Emery,579900,43.746143,-79.546143,62 WINDHILL CRES,Toronto
16013,The Beach,849000,43.672913,-79.305916,1 HASLETT AVE,Toronto
16017,St. Andrew - Windfields,4500000,43.757694,-79.39149499999999,51 MONTRESSOR DR,Toronto
16019,Downtown,329000,43.664848,-79.37529,#108 - 60 HOMEWOOD AVE,Toronto
16021,Humber Bay,589000,43.632587,-79.485214,42 STEPHEN DR,Toronto
16022,Milliken,230000,43.822140000000005,-79.298508,633 SILVER STAR BLVD,Toronto
16023,Bathurst Manor,998000,43.763023,-79.452744,34 PANNAHILL RD,Toronto
16026,Pleasant View,838888,43.781208,-79.337822,38 ENDSLEIGH CRES,Toronto
16029,Briar Hill - Belgravia,649900,43.695553000000004,-79.458168,36 RONALD AVE,Toronto
16032,Toronto,269000,43.653225,-79.383186,#309 - 100 LEEWARD GLWY,Toronto
16034,Rexdale,318880,43.724765999999995,-79.616486,#2824 - 700 HUMBERWOOD BLVD,Toronto
16037,Black Creek,1200000,43.762085,-79.516373,14 STONG CRT,Toronto
16039,Tam O'Shanter,449900,43.789284,-79.302376,#33 - 2550 BIRCHMOUNT RD,Toronto
16040,Bayview Village,299900,43.766602,-79.382492,#222 - 18 REAN DR,Toronto
16041,Eglinton East,149000,43.739429,-79.237755,2906 EGLINTON AVE,Toronto
16043,Midtown Toronto,749999,43.673889,-79.390732,#312 - 3 MCALPINE ST,Toronto
16046,Highland Creek,749900,43.791893,-79.180328,42 PARADE SQ,Toronto
16049,Rexdale,322000,43.731674,-79.576454,#409 - 80 ESTHER LORRIE DR,Toronto
16051,Brockton Village,749900,43.653545,-79.438675,128 MARGUERETTA ST,Toronto
16052,Rexdale,529900,43.737782,-79.57383,20 LIGHTWOOD DR,Toronto
16053,Don Valley Village,569000,43.790805999999996,-79.358597,133 ROCK FERN WAY,Toronto
16054,Milliken,719000,43.80785,-79.280525,124 CAROLBREEN SQ,Toronto
16056,Englemount - Lawrence,1760000,43.719898,-79.43647800000001,27 BROOKVIEW DR,Toronto
16058,Downtown,355000,43.649055,-79.370361,#529 - 109 FRONT ST E,Toronto
16064,Downtown,470000,43.645695,-79.376144,#1601 - 1 THE ESPLANADE,Toronto
16065,Kingsview Village,224900,43.69582,-79.55632800000001,#604 - 370 DIXON RD,Toronto
16066,Roncesvalles Village,1399900,43.640015000000005,-79.446457,41 RONCESVALLES AVE,Toronto
16070,Davenport,25000,43.670437,-79.449425,#A30 - 10 Turntable Cres,Toronto
16072,Rexdale,229000,43.724556,-79.616455,#2303 - 710 HUMBERWOOD BLVD,Toronto
16080,Agincourt,448000,43.78775,-79.280006,#2 - 2606 MIDLAND AVE,Toronto
16083,Downtown,470000,43.645695,-79.376144,#1609 - 1 THE ESPLANADE,Toronto
16109,Jane and Finch,174000,43.745917999999996,-79.515724,#407 - 5 Frith Rd,Toronto
16115,Midtown Toronto,3149000,43.673679,-79.396523,118 AVENUE RD,Toronto
16128,Downtown,399000,43.643246000000005,-79.40126,#426 - 55 STEWART ST,Toronto
16130,Rouge,439900,43.828579,-79.249146,#6 - 3001 MARKHAM RD,Toronto
16134,Downtown,279000,43.639851,-79.38243100000001,218 QUEENS QUAY W,Toronto
16140,Midtown Toronto,899000,43.687828,-79.43343399999999,209 ATLAS Avenue,Toronto
16153,Little Italy,89000,43.655136,-79.415962,646 College St,Toronto
16159,Willowdale,325000,43.760181,-79.408218,#1708 - 35 BALES AVE,Toronto
16162,Downtown,519000,43.656361,-79.357277,#410 - 510 KING ST E,Toronto
16165,Willowdale,447900,43.778434999999995,-79.41333,#1210 - 18 HOLMES AVE,Toronto
16169,Trinity - Bellwoods,3399999,43.644141999999995,-79.41996,1030 QUEEN ST W,Toronto
16174,Willowdale,549000,43.771309,-79.412926,#1606 - 18 PARKVIEW AVE,Toronto
16175,Agincourt,899000,43.779125,-79.271652,78 MARILAKE DR,Toronto
16201,Midtown Toronto,519000,43.687836,-79.413376,#506 - 60 MONTCLAIR AVE,Toronto
16256,Richview,888000,43.678528,-79.569771,150 Redgrave Dr,Toronto
16262,Woburn,267000,43.780956,-79.249779,#919 - 88 Corporate Dr,Toronto
16276,Steeles,449800,43.815434,-79.325745,#1239 - 25 BAMBURGH CIRC,Toronto
16284,New Toronto,60000,43.601509,-79.501007,2819 LAKE SHORE BLVD W,Toronto
16290,Don Valley Village,328000,43.791103,-79.357162,#203 - 177 LINUS RD,Toronto
16300,O'Connor - Parkview,649000,43.701313,-79.293266,41 DONORA DR,Toronto
16305,Jane and Finch,449000,43.738785,-79.519264,44 JOHN CABOT WAY,Toronto
16311,Rexdale,840000,43.724796000000005,-79.55069,353 -355 ALBION RD,Toronto
16312,Malvern,143000,43.803925,-79.216507,#504 - 8 SILVER BELL GRVE,Toronto
16317,Midtown Toronto,1699000,43.706844,-79.41959399999999,598 ROSELAWN AVE,Toronto
16320,Don Mills,425000,43.73275,-79.34563399999999,#903 - 75 The Donway Way,Toronto
16334,Bendale,799000,43.746421999999995,-79.24344599999999,10 CARSLAKE CRES,Toronto
16335,Mimico,780000,43.618263,-79.50885799999999,414 MELROSE ST,Toronto
16354,Niagara,479900,43.63641,-79.402,#913 - 21 GRAND MAGAZINE ST,Toronto
16357,Bendale,439900,43.773403,-79.254951,#1508 - 25 TOWN CENTRE CRT,Toronto
16358,Downtown,629000,43.64286,-79.38073,#3310 - 65 BREMNER BLVD,Toronto
16360,Midtown Toronto,3995000,43.685169,-79.39134200000001,#401 - 9 JACKES AVE,Toronto
16373,Downtown,609000,43.668777,-79.383995,#1010 - 45 CHARLES ST,Toronto
16374,Agincourt,598000,43.814278,-79.262596,67 Redhead Cres,Toronto
16378,Newtonbrook,949000,43.778324,-79.42759699999999,65 Routliffe Lane,Toronto
16385,Newtonbrook,439888,43.78067,-79.41834300000001,#618 - 25 Greenview Ave,Toronto
16387,Clairlea - Birchmount,659900,43.704426,-79.29393,1021 Victoria Park Ave,Toronto
16390,L'Amoreaux,758000,43.801937,-79.321388,17 Hildenboro Sq,Toronto
16392,Willowdale,294900,43.76556,-79.41280400000001,#2112 - 4968 Yonge St,Toronto
16394,Old East York,699000,43.685673,-79.33255799999999,23 Springdale Blvd,Toronto
16395,Earlscourt,388000,43.678635,-79.444672,#709 - 26 NORTON AVE,Toronto
16398,The Kingsway,729000,43.652515,-79.52037,55 Allanbrooke Dr,Toronto
16400,Malvern,698888,43.814468,-79.222031,11B Maidenhair Lane,Toronto
16401,Little Portugal,399900,43.642390999999996,-79.424736,#917 - 68 ABELL ST,Toronto
16406,Toronto,205000,43.653225,-79.383186,#901 - 5 San Romano Way,Toronto
16407,Trinity - Bellwoods,1198000,43.648449,-79.410301,67 A CLAREMONT ST,Toronto
16409,Agincourt,849900,43.794025,-79.285156,39 Stainforth Dr,Toronto
16411,Willowdale,419888,43.772166999999996,-79.412369,#206 - 260 DORIS AVE,Toronto
16414,Downtown,415000,43.643051,-79.39164,#2209 - 361 FRONT ST W,Toronto
16417,Earlscourt,709000,43.679317,-79.45973199999999,192 PRESCOTT AVE,Toronto
16421,Willowdale,1650000,43.768085,-79.44058199999999,40 Terrace Ave,Toronto
16440,Bayview Village,1050000,43.767426,-79.37751,49 Caracas Rd,Toronto
16441,Rexdale,624913,43.753963,-79.604858,3 ST EMILION WAY,Toronto
16442,Midtown Toronto,469000,43.680965,-79.427734,#401 - 270 RUSHTON RD,Toronto
16445,Newtonbrook,399900,43.780884,-79.41289499999999,#810 - 39 Pemberton Ave,Toronto
16446,Downtown,599000,43.640057,-79.393967,#3610 - 15 FORT YORK BLVD,Toronto
16449,Downtown,368800,43.643051,-79.39164,#806 - 361 FRONT ST W,Toronto
16453,York Mills,429888,43.749531,-79.407188,#919 - 18 William Carson Cres,Toronto
16454,Downtown,349900,43.670547,-79.380585,#410 - 28 TED ROGERS WAY,Toronto
16456,Parkdale,959900,43.634659,-79.436211,108 SPRINGHURST AVE,Toronto
16458,Hillcrest Village,759000,43.810463,-79.353241,110 FRESHMEADOW DR,Toronto
16460,Willowdale,619000,43.773415,-79.41289499999999,#307 - 8 Mckee Ave,Toronto
16461,Long Branch,699900,43.591789,-79.531143,13 Muskoka Ave,Toronto
16462,L'Amoreaux,1080000,43.79533,-79.296883,16 Colinayre Cres,Toronto
16465,Willowdale,259900,43.761196000000005,-79.408951,#2009 - 33 Sheppard Ave,Toronto
16466,Clairlea - Birchmount,714900,43.703144,-79.273476,59 Lily Cup Ave,Toronto
16467,Agincourt,519999,43.778069,-79.28173100000001,#Ph5 - 125 Village Green Sq,Toronto
16468,Grange Park,138000,43.653717,-79.390907,#38 - 109 MCCAUL ST,Toronto
16469,Bridlewood,199900,43.798306,-79.314674,#1004 - 100 Echo Point Pt,Toronto
16470,Malvern,185000,43.809708,-79.22116899999999,#1405 - 400 Mclevin Ave,Toronto
16472,Willowdale,495000,43.761196000000005,-79.408951,#2010 - 33 Sheppard Ave,Toronto
16474,Willowdale,495000,43.768059,-79.41111,#2005 - 18 Hillcrest Ave,Toronto
16476,Liberty Village,649900,43.638573,-79.41375,#2308 - 59 East Liberty St,Toronto
16478,Swansea,639500,43.636818,-79.47419000000001,#509 - 1 Ripley Ave,Toronto
16480,Willowdale,299900,43.779659,-79.414589,#2603 - 22 Olive Ave,Toronto
16484,Mimico,440000,43.622589000000005,-79.482445,#2208 - 2212 Lake Shore Blvd,Toronto
16485,Mimico,299900,43.622883,-79.481972,#805 - 2200 Lakeshore Blvd,Toronto
16486,Trinity - Bellwoods,650000,43.64465,-79.416504,#203 - 1003 Queen St,Toronto
16489,Malvern,524999,43.812542,-79.22225999999999,31 Horseshoe Cres,Toronto
16490,Ionview,435900,43.741141999999996,-79.271408,#37 - 901 Kennedy Rd,Toronto
16491,Rexdale,115000,43.722031,-79.543945,#1207 - 236 Albion Rd,Toronto
16492,Bendale,289900,43.773251,-79.25527199999999,#501 - 50 Town Centre Crt,Toronto
16494,Bayview Village,344900,43.767689000000004,-79.382263,#325 - 27 Rean Dr,Toronto
16500,Islington - City Centre West,1550,43.633571999999994,-79.531036,#1 - 12 Advance Rd,Toronto
16531,Malvern,300900,43.807106,-79.227829,#48 - 42 PINERY TR,Toronto
16533,Willowdale,348800,43.765598,-79.410942,#3509 - 23 HOLLYWOOD AVE,Toronto
16536,Downtown,569900,43.641788,-79.381874,#1205 - 14 YORK ST,Toronto
16537,Downtown,399000,43.659824,-79.362724,#2608 - 225 SACKVILLE ST,Toronto
16539,Steeles,479000,43.815434,-79.325745,#1133 - 25 BAMBURGH CIRC,Toronto
16542,Midtown Toronto,1199000,43.703441999999995,-79.39666700000001,33 HILLSDALE AVE E,Toronto
16544,Niagara,369900,43.634632,-79.40139,#2209 - 90 STADIUM RD,Toronto
16545,Trinity - Bellwoods,1439000,43.648575,-79.416786,232 CRAWFORD ST,Toronto
16546,Steeles,348000,43.812302,-79.321648,#911 - 225 BAMBURGH CIRC,Toronto
16547,Downtown,412900,43.668777,-79.383995,#3105 - 45 Charles St,Toronto
16548,Toronto,799000,43.674515,-79.459373,1706 ST CLAIR AVE W,Toronto
16550,Birch Cliff,799000,43.682990999999994,-79.27754200000001,1251 Kingston Rd,Toronto
16553,Downtown,393000,43.668777,-79.383995,#1206 - 45 CHARLES ST E,Toronto
16555,Downtown,475000,43.645695,-79.376144,#2003 - 1 THE ESPLANADE,Toronto
16556,Downtown,499000,43.648296,-79.39295200000001,#1503 - 125 Peter St,Toronto
16557,Fairbank,787000,43.700340000000004,-79.44789899999999,33 Tommy Douglas Gdns,Toronto
16559,Kingsview Village,224900,43.695709,-79.557632,#1714 - 390 Dixon Rd,Toronto
16560,Bayview Village,2298800,43.783833,-79.381851,25 Woodthrush Crt,Toronto
16565,Downtown,409900,43.641788,-79.381874,#3907 - 14 York St,Toronto
16566,Downtown,317900,43.657074,-79.355232,#320 - 51 Trolley Cres,Toronto
16568,Midtown Toronto,454800,43.670319,-79.394432,#1916 - 155 Yorkville Ave,Toronto
16571,Brookhaven - Amesbury,619900,43.700844000000004,-79.478981,30 Gotham Crt,Toronto
16572,Norseman Heights,959000,43.632889,-79.510719,55 Coney Rd,Toronto
16573,Milliken,469900,43.811054,-79.279671,#46 - 15 Brimwood Blvd,Toronto
16574,Willowdale,30000,43.757996,-79.409592,#44 - 1 Avondale Ave,Toronto
16589,Birch Cliff,499900,43.688511,-79.267746,47 A Valhalla Blvd,Toronto
16590,Downtown,418000,43.648983,-79.365219,#401 - 65 Scadding Ave,Toronto
16592,Midtown Toronto,859900,43.707485,-79.39328,#1111 - 123 Eglinton Ave,Toronto
16593,Midtown Toronto,574990,43.664322,-79.418472,#702 - 11 Christie St,Toronto
16594,Downtown,399000,43.659824,-79.362724,#2608 - 225 Sackville St,Toronto
16596,Rexdale,699900,43.733768,-79.553894,4 Humberland Crt,Toronto
16597,Agincourt,218800,43.783657,-79.28441600000001,#1803 - 4091 Sheppard Ave,Toronto
16598,Lansing,589900,43.760303,-79.411621,#606 - 9 Bogert Ave,Toronto
16600,Rouge,549900,43.807232,-79.17378199999999,194 Braymore Blvd,Toronto
16603,Highland Creek,749900,43.795372,-79.177826,30 Charcoal Dr,Toronto
16604,Rockcliffe - Smythe,599000,43.66959,-79.500107,119 Foxwell St,Toronto
16605,Willowdale,498800,43.761196000000005,-79.408951,#2108 - 33 Sheppard Ave,Toronto
16606,Brockton Village,274900,43.650913,-79.439461,1269 College St,Toronto
16608,Downtown,1299000,43.64613,-79.375778,#4302 - 8 The Esplanade Rd,Toronto
16610,Midtown Toronto,1598800,43.703078999999995,-79.377678,105 Cleveland St,Toronto
16611,Bridle Path,10500000,43.739422,-79.377998,25 The Bridle Path,Toronto
16612,Bayview Village,499000,43.789333,-79.369072,86 Woody Vineway Way,Toronto
16614,The Beach,799000,43.676132,-79.301125,181 Wheeler Ave,Toronto
16615,Downtown,549900,43.665749,-79.385513,#2405 - 5 St Joseph St,Toronto
16616,Leslieville,949900,43.663872,-79.343552,1093 Dundas St,Toronto
16617,Downtown,439800,43.641632,-79.38205,#4205 - 12 York St,Toronto
16618,Lawrence Heights,294000,43.714591999999996,-79.452911,#1421 - 800 Lawrence Ave,Toronto
16619,Midtown Toronto,767000,43.675331,-79.397125,#1607 - 170 Avenue Rd,Toronto
16620,Old East York,699900,43.686562,-79.338753,71 Marlow Ave,Toronto
16621,Milliken,499900,43.800041,-79.31527700000001,#2307 - 2330 Bridletowne Circ,Toronto
16622,Wexford - Maryvale,649900,43.751442,-79.298271,115 Lilian Dr,Toronto
16623,Midtown Toronto,955000,43.68679,-79.413551,#Ph2 - 240 Heath St,Toronto
16624,Runnymede,598000,43.664162,-79.487778,701 Willard Ave,Toronto
16625,Highland Creek,699900,43.791897,-79.18024399999999,44 Parade Sq,Toronto
16626,Toronto,348800,43.640335,-79.424477,#1202 - 38 Joe Shuster Way,Toronto
16627,Downtown,369900,43.645984999999996,-79.389938,#1303 - 8 Mercer St,Toronto
16628,Woburn,349900,43.773685,-79.249619,#1611 - 68 Grangeway Ave,Toronto
16629,Jane and Finch,439900,43.739269,-79.52002,28 Sebastian Cabotway,Toronto
16630,Midtown Toronto,679000,43.686378000000005,-79.415024,#1605 - 260 Heath St,Toronto
16631,Morningside,429900,43.790234000000005,-79.197525,743 Military Tr,Toronto
16632,Scarborough Village,275000,43.743953999999995,-79.212692,#502 - 3233 Eglinton Ave,Toronto
16633,Bendale,295000,43.773251,-79.25527199999999,#3409 - 50 Town Centre Crt,Toronto
16634,Willowdale,334800,43.779987,-79.412735,#703 - 35 Finch Ave,Toronto
16635,Old East York,629000,43.693001,-79.314102,330 Cedarvale Ave,Toronto
16636,Steeles,1080000,43.810154,-79.310905,42 Lapworth Cres,Toronto
16637,Jane and Finch,349000,43.767052,-79.514549,#3 - 380 Driftwood Ave,Toronto
16638,Malvern,449900,43.802094,-79.213951,25 Burkwood Cres,Toronto
16639,Agincourt,129000,43.806137,-79.288139,#D106 - 3278 Midland Ave,Toronto
16640,Bendale,279800,43.773312,-79.258728,#3005 - 60 Brian Harrison Way,Toronto
16641,Agincourt,339000,43.777565,-79.281006,#3917 - 135 Village Green Sq,Toronto
16642,Willowdale,999900,43.773785,-79.44111600000001,12 Muirkirk Rd,Toronto
16643,Emery,102000,43.749187,-79.542702,#704 - 3390 Weston Rd,Toronto
16644,Willowdale,738000,43.766571,-79.392365,#401 - 1 Hycrest Ave,Toronto
16646,Willowdale,459900,43.764893,-79.410446,#1702 - 18 Spring Garden Ave,Toronto
16647,Midtown Toronto,999000,43.711578,-79.407234,19 Birdsall Ave,Toronto
16648,Alderwood,688800,43.60289,-79.554947,23 Dunning Cres,Toronto
16649,Malvern,368000,43.811446999999994,-79.226776,#40 - 30 Wingarden Crt,Toronto
16650,Downtown,700000,43.64764,-79.398697,#Ph27 - 500 Richmond St,Toronto
16651,Sherwood Park,649000,43.709629,-79.397903,#Th5 - 11 Broadway Ave,Toronto
16652,Willowdale,499999,43.778927,-79.417114,#Urg05 - 7 Lorraine Dr,Toronto
16653,Niagara,519900,43.641579,-79.415901,#109 - 1030 King St,Toronto
16654,Downtown,369900,43.663174,-79.37777700000001,#606 - 281 Mutual St,Toronto
16655,Markland Wood,1580000,43.630856,-79.574463,35 Conifer Dr,Toronto
16656,Port Union,1188000,43.782364,-79.165337,18 Bonacres Ave,Toronto
16657,Islington - City Centre West,1988000,43.655499,-79.553024,238 Martin Grove Rd,Toronto
16658,Armdale,125000,43.829632000000004,-79.254021,#40 - 501 Passmore Ave,Toronto
16659,Newtonbrook,2388000,43.781757,-79.411766,60 Pemberton Ave,Toronto
16660,Lawrence Heights,409900,43.717121,-79.441757,#512 - 650 Lawrence Ave,Toronto
16661,Bathurst Manor,1180000,43.761745,-79.459175,126 Shaftesbury St,Toronto
16662,Toronto,599900,43.695759,-79.269356,155 Eastwood Ave,Toronto
