,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
264,Willowdale,1650000,43.768085,-79.440582,40 Terrace Ave,Toronto,M2R 1E9,M2R
265,Bayview Village,1050000,43.767426,-79.37751,49 Caracas Rd,Toronto,M2K 1A8,M2K
266,Rexdale,624913,43.753963,-79.604858,3 ST EMILION WAY,Toronto,M9V 5A5,M9V
267,Midtown Toronto,469000,43.680965,-79.427734,#401 - 270 RUSHTON RD,Toronto,M6G 3J4,M6G
268,Newtonbrook,399900,43.780884,-79.412895,#810 - 39 Pemberton Ave,Toronto,M2M 4L9,M2M
269,Downtown,599000,43.640057,-79.393967,#3610 - 15 FORT YORK BLVD,Toronto,M5V 3Y4,M5V
270,Downtown,368800,43.643051,-79.39164,#806 - 361 FRONT ST W,Toronto,M5V 3R5,M5V
271,York Mills,429888,43.749531,-79.407188,#919 - 18 William Carson Cres,Toronto,M2P 2A9,M2P
272,Downtown,349900,43.670547,-79.380585,#410 - 28 TED ROGERS WAY,Toronto,M4Y 2J4,M4Y
273,Parkdale,959900,43.634659,-79.436211,108 SPRINGHURST AVE,Toronto,M6K 1C1,M6K
274,Hillcrest Village,759000,43.810463,-79.353241,110 FRESHMEADOW DR,Toronto,M2H 2P8,M2H
275,Willowdale,619000,43.773415,-79.412895,#307 - 8 Mckee Ave,Toronto,M2N 7E5,M2N
276,Long Branch,699900,43.591789,-79.531143,13 Muskoka Ave,Toronto,M8W 3G8,M8W
277,L'Amoreaux,1080000,43.79533,-79.296883,16 Colinayre Cres,Toronto,M1T 3A9,M1T
278,Willowdale,259900,43.761196,-79.408951,#2009 - 33 Sheppard Ave,Toronto,M2N 7K1,M2N
279,Clairlea - Birchmount,714900,43.703144,-79.273476,59 Lily Cup Ave,Toronto,M1L 0H4,M1L
280,Agincourt,519999,43.778069,-79.281731,#Ph5 - 125 Village Green Sq,Toronto,M1S 0G5,M1S
281,Grange Park,138000,43.653717,-79.390907,#38 - 109 MCCAUL ST,Toronto,M5T 2W7,M5T
282,Bridlewood,199900,43.798306,-79.314674,#1004 - 100 Echo Point Pt,Toronto,M1W 2V2,M1W
283,Malvern,185000,43.809708,-79.221169,#1405 - 400 Mclevin Ave,Toronto,M1B 4Z8,M1B
284,Willowdale,495000,43.761196,-79.408951,#2010 - 33 Sheppard Ave,Toronto,M2N 7K1,M2N
285,Willowdale,495000,43.768059,-79.41111,#2005 - 18 Hillcrest Ave,Toronto,M2N 6T5,M2N
286,Liberty Village,649900,43.638573,-79.41375,#2308 - 59 East Liberty St,Toronto,M6K 3R1,M6K
287,Swansea,639500,43.636818,-79.47419,#509 - 1 Ripley Ave,Toronto,M6S 4Z6,M6S
288,Willowdale,299900,43.779659,-79.414589,#2603 - 22 Olive Ave,Toronto,M2N 7G6,M2N
289,Mimico,440000,43.622589,-79.482445,#2208 - 2212 Lake Shore Blvd,Toronto,M8V 0A9,M8V
290,Mimico,299900,43.622883,-79.481972,#805 - 2200 Lakeshore Blvd,Toronto,M8V 1A4,M8V
292,Malvern,524999,43.812542,-79.22226,31 Horseshoe Cres,Toronto,M1B 4S6,M1B
293,Ionview,435900,43.741142,-79.271408,#37 - 901 Kennedy Rd,Toronto,M1K 2E9,M1K
294,Rexdale,115000,43.722031,-79.543945,#1207 - 236 Albion Rd,Toronto,M9W 6A6,M9W
295,Bendale,289900,43.773251,-79.255272,#501 - 50 Town Centre Crt,Toronto,M1P 0A9,M1P
296,Bayview Village,344900,43.767689,-79.382263,#325 - 27 Rean Dr,Toronto,M2K 0A6,M2K
297,Islington - City Centre West,1550,43.633572,-79.531036,#1 - 12 Advance Rd,Toronto,M8Z 2T4,M8Z
298,Malvern,300900,43.807106,-79.227829,#48 - 42 PINERY TR,Toronto,M1B 6K2,M1B
299,Willowdale,348800,43.765598,-79.410942,#3509 - 23 HOLLYWOOD AVE,Toronto,M2N 7L8,M2N
300,Downtown,569900,43.641788,-79.381874,#1205 - 14 YORK ST,Toronto,M5J 0B1,M5J
301,Downtown,399000,43.659824,-79.362724,#2608 - 225 SACKVILLE ST,Toronto,M5A 0B9,M5A
302,Steeles,479000,43.815434,-79.325745,#1133 - 25 BAMBURGH CIRC,Toronto,M1W 3W2,M1W
303,Midtown Toronto,1199000,43.703442,-79.396667,33 HILLSDALE AVE E,Toronto,M4S 1T4,M4S
304,Niagara,369900,43.634632,-79.40139,#2209 - 90 STADIUM RD,Toronto,M5V 3W5,M5V
305,Trinity - Bellwoods,1439000,43.648575,-79.416786,232 CRAWFORD ST,Toronto,M6J 2V6,M6J
306,Steeles,348000,43.812302,-79.321648,#911 - 225 BAMBURGH CIRC,Toronto,M1W 3X9,M1W
307,Downtown,412900,43.668777,-79.383995,#3105 - 45 Charles St,Toronto,M4Y 1S2,M4Y
308,Toronto,799000,43.674515,-79.459373,1706 ST CLAIR AVE W,Toronto,M6N 1J1,M6N
309,Birch Cliff,799000,43.682991,-79.277542,1251 Kingston Rd,Toronto,M1N 1P4,M1N
310,Downtown,393000,43.668777,-79.383995,#1206 - 45 CHARLES ST E,Toronto,M4Y 1S2,M4Y
311,Downtown,475000,43.645695,-79.376144,#2003 - 1 THE ESPLANADE,Toronto,M5E 0A8,M5E
312,Downtown,499000,43.648296,-79.392952,#1503 - 125 Peter St,Toronto,M5V 0M3,M5V
313,Fairbank,787000,43.70034,-79.447899,33 Tommy Douglas Gdns,Toronto,M6B 4N3,M6B
314,Kingsview Village,224900,43.695709,-79.557632,#1714 - 390 Dixon Rd,Toronto,M9R 4B9,M9R
315,Bayview Village,2298800,43.783833,-79.381851,25 Woodthrush Crt,Toronto,M2K 2A9,M2K
316,Downtown,409900,43.641788,-79.381874,#3907 - 14 York St,Toronto,M5J 0B1,M5J
317,Downtown,317900,43.657074,-79.355232,#320 - 51 Trolley Cres,Toronto,M5A 0E9,M5A
318,Midtown Toronto,454800,43.670319,-79.394432,#1916 - 155 Yorkville Ave,Toronto,M5R 1C4,M5R
319,Brookhaven - Amesbury,619900,43.700844,-79.478981,30 Gotham Crt,Toronto,M6M 2N8,M6M
320,Norseman Heights,959000,43.632889,-79.510719,55 Coney Rd,Toronto,M8Z 2K7,M8Z
322,Willowdale,30000,43.757996,-79.409592,#44 - 1 Avondale Ave,Toronto,M2N 7J1,M2N
323,Birch Cliff,499900,43.688511,-79.267746,47 A Valhalla Blvd,Toronto,M1N 3B4,M1N
325,Midtown Toronto,859900,43.707485,-79.39328,#1111 - 123 Eglinton Ave,Toronto,M4P 1J2,M4P
326,Midtown Toronto,574990,43.664322,-79.418472,#702 - 11 Christie St,Toronto,M6G 4C3,M6G
327,Downtown,399000,43.659824,-79.362724,#2608 - 225 Sackville St,Toronto,M5A 0B9,M5A
328,Rexdale,699900,43.733768,-79.553894,4 Humberland Crt,Toronto,M9V 1E2,M9V
329,Agincourt,218800,43.783657,-79.284416,#1803 - 4091 Sheppard Ave,Toronto,M1S 3H2,M1S
330,Lansing,589900,43.760303,-79.411621,#606 - 9 Bogert Ave,Toronto,M2N 0H3,M2N
331,Rouge,549900,43.807232,-79.173782,194 Braymore Blvd,Toronto,M1B 2G8,M1B
332,Highland Creek,749900,43.795372,-79.177826,30 Charcoal Dr,Toronto,M1C 3V1,M1C
333,Rockcliffe - Smythe,599000,43.66959,-79.500107,119 Foxwell St,Toronto,M6N 1Y9,M6N
334,Willowdale,498800,43.761196,-79.408951,#2108 - 33 Sheppard Ave,Toronto,M2N 7K1,M2N
335,Brockton Village,274900,43.650913,-79.439461,1269 College St,Toronto,M6H 1C4,M6H
336,Downtown,1299000,43.64613,-79.375778,#4302 - 8 The Esplanade Rd,Toronto,M5E 0A6,M5E
337,Midtown Toronto,1598800,43.703079,-79.377678,105 Cleveland St,Toronto,M4S 2W4,M4S
338,Bridle Path,10500000,43.739422,-79.377998,25 The Bridle Path,Toronto,M2L 1C8,M2L
339,Bayview Village,499000,43.789333,-79.369072,86 Woody Vineway Way,Toronto,M2J 4H6,M2J
340,The Beach,799000,43.676132,-79.301125,181 Wheeler Ave,Toronto,M4L 3V5,M4L
341,Downtown,549900,43.665749,-79.385513,#2405 - 5 St Joseph St,Toronto,M4Y 0B6,M4Y
342,Leslieville,949900,43.663872,-79.343552,1093 Dundas St,Toronto,M4M 1R9,M4M
343,Downtown,439800,43.641632,-79.38205,#4205 - 12 York St,Toronto,M5J 2T8,M5J
344,Lawrence Heights,294000,43.714592,-79.452911,#1421 - 800 Lawrence Ave,Toronto,M6A 0B1,M6A
345,Midtown Toronto,767000,43.675331,-79.397125,#1607 - 170 Avenue Rd,Toronto,M5R 2H8,M5R
346,Old East York,699900,43.686562,-79.338753,71 Marlow Ave,Toronto,M4J 3V2,M4J
347,Milliken,499900,43.800041,-79.315277,#2307 - 2330 Bridletowne Circ,Toronto,M1W 2L3,M1W
348,Wexford - Maryvale,649900,43.751442,-79.298271,115 Lilian Dr,Toronto,M1R 3W4,M1R
349,Midtown Toronto,955000,43.68679,-79.413551,#Ph2 - 240 Heath St,Toronto,M5P 3L5,M5P
350,Runnymede,598000,43.664162,-79.487778,701 Willard Ave,Toronto,M6S 3S7,M6S
351,Highland Creek,699900,43.791897,-79.180244,44 Parade Sq,Toronto,M1C 3T6,M1C
352,Toronto,348800,43.640335,-79.424477,#1202 - 38 Joe Shuster Way,Toronto,M6K 0A5,M6K
353,Downtown,369900,43.645985,-79.389938,#1303 - 8 Mercer St,Toronto,M5V 0C4,M5V
354,Woburn,349900,43.773685,-79.249619,#1611 - 68 Grangeway Ave,Toronto,M1H 0A1,M1H
355,Jane and Finch,439900,43.739269,-79.52002,28 Sebastian Cabotway,Toronto,M3N 2T3,M3N
357,Morningside,429900,43.790234,-79.197525,743 Military Tr,Toronto,M1E 4P7,M1E
358,Scarborough Village,275000,43.743954,-79.212692,#502 - 3233 Eglinton Ave,Toronto,M1J 3N6,M1J
359,Bendale,295000,43.773251,-79.255272,#3409 - 50 Town Centre Crt,Toronto,M1P 0A9,M1P
360,Willowdale,334800,43.779987,-79.412735,#703 - 35 Finch Ave,Toronto,M2N 6Z8,M2N
361,Old East York,629000,43.693001,-79.314102,330 Cedarvale Ave,Toronto,M4C 4K4,M4C
362,Steeles,1080000,43.810154,-79.310905,42 Lapworth Cres,Toronto,M1V 2M5,M1V
363,Jane and Finch,349000,43.767052,-79.514549,#3 - 380 Driftwood Ave,Toronto,M3N 2P5,M3N
364,Malvern,449900,43.802094,-79.213951,25 Burkwood Cres,Toronto,M1B 1N8,M1B
365,Agincourt,129000,43.806137,-79.288139,#D106 - 3278 Midland Ave,Toronto,M1V 0C7,M1V
366,Bendale,279800,43.773312,-79.258728,#3005 - 60 Brian Harrison Way,Toronto,M1P 5J5,M1P
368,Willowdale,999900,43.773785,-79.441116,12 Muirkirk Rd,Toronto,M2R 1W3,M2R
369,Emery,102000,43.749187,-79.542702,#704 - 3390 Weston Rd,Toronto,M9M 2X3,M9M
370,Willowdale,738000,43.766571,-79.392365,#401 - 1 Hycrest Ave,Toronto,M2N 5G1,M2N
371,Willowdale,459900,43.764893,-79.410446,#1702 - 18 Spring Garden Ave,Toronto,M2N 7M2,M2N
372,Midtown Toronto,999000,43.711578,-79.407234,19 Birdsall Ave,Toronto,M4R 2B7,M4R
373,Alderwood,688800,43.60289,-79.554947,23 Dunning Cres,Toronto,M8W 4S7,M8W
374,Malvern,368000,43.811447,-79.226776,#40 - 30 Wingarden Crt,Toronto,M1B 2P4,M1B
375,Downtown,700000,43.64764,-79.398697,#Ph27 - 500 Richmond St,Toronto,M5V 3N4,M5V
376,Sherwood Park,649000,43.709629,-79.397903,#Th5 - 11 Broadway Ave,Toronto,M4P 1T7,M4P
377,Willowdale,499999,43.778927,-79.417114,#Urg05 - 7 Lorraine Dr,Toronto,M2N 7H2,M2N
378,Niagara,519900,43.641579,-79.415901,#109 - 1030 King St,Toronto,M6K 0B4,M6K
379,Downtown,369900,43.663174,-79.377777,#606 - 281 Mutual St,Toronto,M4Y 3C4,M4Y
380,Markland Wood,1580000,43.630856,-79.574463,35 Conifer Dr,Toronto,M9C 1X3,M9C
381,Port Union,1188000,43.782364,-79.165337,18 Bonacres Ave,Toronto,M1C 1P7,M1C
382,Islington - City Centre West,1988000,43.655499,-79.553024,238 Martin Grove Rd,Toronto,M9B 4L4,M9B
383,Armdale,125000,43.829632,-79.254021,#40 - 501 Passmore Ave,Toronto,M1V 5G4,M1V
384,Newtonbrook,2388000,43.781757,-79.411766,60 Pemberton Ave,Toronto,M2M 1Y3,M2M
385,Lawrence Heights,409900,43.717121,-79.441757,#512 - 650 Lawrence Ave,Toronto,M6A 3E8,M6A
386,Bathurst Manor,1180000,43.761745,-79.459175,126 Shaftesbury St,Toronto,M3H 5M1,M3H
387,Toronto,599900,43.695759,-79.269356,155 Eastwood Ave,Toronto,M1N 3H5,M1N
388,Malvern,259000,43.809708,-79.221169,#1002 - 400 Mclevin Ave,Toronto,M1B 4Z8,M1B
389,Rexdale,435000,43.731674,-79.576454,#612 - 80 Esther Lorrie Dr,Toronto,M9W 4L7,M9W
390,Downtown,484878,43.64048,-79.394966,#541 - 8 Telegram Mews,Toronto,M5V 3Z4,M5V
391,Downtown,469000,43.647022,-79.401855,#708 - 156 Portland St,Toronto,M5V 1Y9,M5V
392,York Mills,1079000,43.744148,-79.403465,#311 - 51 York Mills Rd,Toronto,M2P 1P2,M2P
393,Old Town,379900,43.653194,-79.368637,#Ph 55 - 313 Richmond St,Toronto,M5A 4S8,M5A
394,Downtown,448000,43.649246,-79.375755,#439 - 22 Leader Lane,Toronto,M5E 0B2,M5E
395,Morningside,365000,43.786888,-79.205353,#197 - 10 Livonia Pl,Toronto,M1E 4W6,M1E
396,Swansea,538800,43.636292,-79.470467,#2605 - 103 The Queensway Ave,Toronto,M6S 5B3,M6S
397,Little Italy,999900,43.653435,-79.413155,13 Mansfield Ave,Toronto,M6J 2A9,M6J
398,Downtown,474500,43.647224,-79.391098,#712 - 21 Widmer St,Toronto,M5V 0B8,M5V
399,North Toronto,2595000,43.731457,-79.394394,178 Roslin Ave,Toronto,M4N 1Z6,M4N
400,Stockyards District,529000,43.675156,-79.469582,105 Weston Rd,Toronto,M6N 5H4,M6N
401,Islington - City Centre West,399900,43.609261,-79.558998,#2004 - 235 Sherway Gardens Rd,Toronto,M9C 0A2,M9C
402,Henry Farm,495000,43.774895,-79.345955,#1608 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
403,Church and Wellesley,244900,43.66708,-79.383156,#1405 - 30 GLOUCESTER ST,Toronto,M4Y 1L6,M4Y
404,St. Andrew - Windfields,2398000,43.751247,-79.397919,283 UPPER HIGHLAND CRES,Toronto,M2P 1V4,M2P
405,Playter Estates,699000,43.678699,-79.360191,3 Ozark Cres,Toronto,M4K 1T4,M4K
406,Englemount - Lawrence,448000,43.721115,-79.430847,#806 - 2 COVINGTON RD,Toronto,M6A 3E2,M6A
407,Downtown,399900,43.656525,-79.355331,#534 - 47 Lower River St,Toronto,M5A 1M6,M5A
408,Bayview Village,439000,43.767937,-79.387955,#1126 - 2885 BAYVIEW AVE,Toronto,M2K 0A3,M2K
410,Downtown,120000,43.656643,-79.383751,66 EDWARD ST,Toronto,M5G 1C9,M5G
411,Downtown,389900,43.656731,-79.383461,#203 - 633 Bay St,Toronto,M5G 1C9,M5G
412,Downtown,49000,43.657974,-79.401749,300 College St,Toronto,M5T 1R9,M5T
413,Bendale,799999,43.753788,-79.249809,30 Medley Cres,Toronto,M1J 1Y3,M1J
414,Mimico,1260000,43.607998,-79.496994,37 B ELMA ST,Toronto,M8V 1X8,M8V
415,Windfields,2088000,43.739819,-79.358345,9 Cicada Crt,Toronto,M3B 1G4,M3B
416,Woburn,649000,43.772247,-79.223053,89 Mountland Dr,Toronto,M1G 2P2,M1G
417,Rexdale,528888,43.723045,-79.603409,22 MARE CRES,Toronto,M9W 7E8,M9W
418,Downtown,38000,43.642578,-79.3769,16 Harbour St,Toronto,M5J 2Y4,M5J
419,Toronto,749000,43.708004,-79.499847,3 UPWOOD AVE,Toronto,M6L 3A4,M6L
420,Rexdale,550000,43.716431,-79.572281,45 Brydon Dr,Toronto,M9W 4N3,M9W
421,Downtown,749000,43.648685,-79.388634,29 NELSON ST,Toronto,M5H 1W7,M5H
422,Birch Cliff,1119800,43.684292,-79.27916,14 Elmview Dr,Toronto,M1N 2W4,M1N
423,Alderwood,1299000,43.595139,-79.545746,43B Foch Ave,Toronto,M8W 3X3,M8W
424,Willowdale,1180000,43.779171,-79.417351,19B Finch Ave,Toronto,M2N 7K4,M2N
425,Alderwood,1289000,43.606544,-79.54483,463 Valermo Dr,Toronto,M8W 2M7,M8W
427,Bendale,769000,43.747349,-79.255836,20 Penzance Dr,Toronto,M1K 4Z5,M1K
428,Rexdale,654000,43.726055,-79.568031,29 Tayrow Rd,Toronto,M9W 2T8,M9W
429,Mimico,947000,43.621235,-79.49897,28 Algoma St,Toronto,M8Y 1C3,M8Y
430,Rouge,899000,43.784172,-79.127228,102 Portwine Dr,Toronto,M1C 4A7,M1C
431,Downtown,499000,43.663052,-79.386345,#605 - 889 Bay St,Toronto,M5S 3K6,M5S
432,Humber Summit,799000,43.754292,-79.578156,12 Emily Ave,Toronto,M9L 2R1,M9L
433,Bendale,569000,43.762436,-79.247223,16 Brantwood Dr,Toronto,M1H 2G6,M1H
434,The Beach,2189000,43.675526,-79.300285,264 Lee Ave,Toronto,M4E 2P5,M4E
435,Bendale,599900,43.74881,-79.258537,99 Marcos Blvd,Toronto,M1K 5A7,M1K
436,Emery,550000,43.746212,-79.540009,199 Habitant Dr,Toronto,M9M 2P4,M9M
437,Malvern,215999,43.807106,-79.227829,#54 - 42 Pinery Tr,Toronto,M1B 6K2,M1B
438,Mimico,780000,43.618263,-79.508858,414 Melrose St,Toronto,M8Z 1H2,M8Z
439,Milliken,739000,43.811516,-79.280769,9 Danjohn Cres,Toronto,M1V 3N2,M1V
440,Eatonville,299900,43.640301,-79.562302,#711 - 6 Eva Rd,Toronto,M9C 0A9,M9C
441,Malvern,529500,43.802151,-79.220016,128 Berner Tr,Toronto,M1B 1B3,M1B
442,Golden Mile,589000,43.716053,-79.280365,21 Gerigs St,Toronto,M1L 0C5,M1L
443,Clairlea,589900,43.714607,-79.282372,692 Warden Ave,Toronto,M1L 4W4,M1L
444,Leslieville,599000,43.666473,-79.328804,105 Alton Ave,Toronto,M4L 2M3,M4L
445,Rexdale,549900,43.730797,-79.57737,40 Jansusie Rd,Toronto,M9W 4V5,M9W
446,The Queensway,1499999,43.624435,-79.512314,938 THE QUEENSWAY AVE,Toronto,M8Z 1P4,M8Z
447,Hillcrest Village,699900,43.808285,-79.351822,323 CLIFFWOOD RD,Toronto,M2H 2E6,M2H
448,Armdale,125000,43.829632,-79.254021,#40 - 501 Passmore Ave,Toronto,M1V 5G4,M1V
449,Bathurst Manor,999900,43.754772,-79.442169,664 Sheppard Ave,Toronto,M3H 2S4,M3H
451,Niagara,646000,43.637432,-79.401039,#Th12 - 20 Bruyeres Mews,Toronto,M5V 0G8,M5V
453,Midtown Toronto,898000,43.672985,-79.387032,#3507 - 825 Church St,Toronto,M4W 3Z4,M4W
454,Toronto,419000,43.653225,-79.383186,#1901 - 20 Minowan Miikan Lane,Toronto,M5G 1P5,M5G
455,York Mills,398888,43.749531,-79.407188,#820 - 18 William Carson Cres,Toronto,M2P 2A9,M2P
456,Flemingdon Park,300000,43.719494,-79.337746,#1101 - 797 Don Mills Rd,Toronto,M3C 1V1,M3C
457,Morningside,345000,43.785278,-79.204994,##52 - 21 Livonia Pl,Toronto,M1E 4W7,M1E
458,Midtown Toronto,4998000,43.692715,-79.416664,33 VESTA DR,Toronto,M5P 2Z6,M5P
459,Clairlea - Birchmount,579000,43.702419,-79.274368,32 Belanger Cres,Toronto,M1L 0G1,M1L
460,Downtown,529900,43.660149,-79.360886,#1109 - 170 Sumach St,Toronto,M5A 2B9,M5A
461,Downsview,495999,43.726528,-79.52282,56 Joseph Griffith Lane,Toronto,M3L 0C7,M3L
462,Willowdale,368800,43.761196,-79.408951,#2005 - 33 Sheppard Ave,Toronto,M2N 7K1,M2N
463,Toronto,311900,43.824078,-79.273773,#212 - 80 Alton Towers Circ,Toronto,M1V 5E8,M1V
464,Woburn,10000,43.78167,-79.247215,36 Lee Centre Dr,Toronto,M1H 3J7,M1H
465,Willowdale,580000,43.760952,-79.410385,#3B - 4773 Yonge St,Toronto,M2N 0G3,M2N
466,Downtown,269300,43.663322,-79.376991,#112 - 415 Jarvis St,Toronto,M4Y 2G6,M4Y
467,Eglinton East,289900,43.737576,-79.238251,#305 - 330 Mccowan Rd,Toronto,M1J 3N3,M1J
468,Mount Dennis,549000,43.691414,-79.50309,21 LAXIS AVE,Toronto,M6M 2K4,M6M
469,Kennedy Park,589900,43.727516,-79.253731,5 Commonwealth Ave,Toronto,M1K 3M2,M1K
471,Entertainment District,474800,43.649025,-79.387138,#2206 - 126 Simcoe St,Toronto,M5H 4E6,M5H
472,Mount Dennis,549000,43.691414,-79.50309,21 LAXIS AVE,Toronto,M6M 2K4,M6M
473,Newtonbrook,499800,43.780727,-79.419991,#35 - 49 HENDON AVE,Toronto,M2M 1A4,M2M
474,Kennedy Park,550000,43.722595,-79.254547,42 GRANGER AVE,Toronto,M1K 3L2,M1K
475,Bayview Village,339000,43.769569,-79.369514,#1505 - 19 SINGER CRT,Toronto,M2K 1C5,M2K
476,Agincourt,339800,43.807129,-79.26754,#2008 - 5001 Finch Ave,Toronto,M1S 5J9,M1S
477,Willowdale,379000,43.756668,-79.408623,#308 - 28 Harrison Garden Blvd,Toronto,M2N 7A9,M2N
478,Wexford - Maryvale,699000,43.753544,-79.310608,2 Robertsfield Cres,Toronto,M1R 2X1,M1R
479,Eatonville,799000,43.642269,-79.555969,41 Blaketon Rd,Toronto,M9B 4W4,M9B
480,Willowdale,829000,43.776329,-79.412376,#1516 - 28 SOMMERSET WAY,Toronto,M2N 6X5,M2N
481,Humber Bay,359000,43.624073,-79.484917,#1103 - 88 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
482,Malvern,499000,43.792038,-79.234344,#510 - 19 Rosebank Dr,Toronto,M1B 5Z1,M1B
483,Steeles,624900,43.814575,-79.334763,72 CRAYFORD DR,Toronto,M1W 3B6,M1W
484,West Hill,499900,43.765007,-79.19281,60 IGNATIUS LANE,Toronto,M1E 0A2,M1E
485,Toronto,359900,43.653225,-79.383186,9 San Roberto Way,Toronto,M5G 1P5,M5G
486,Willowdale,638000,43.767403,-79.410599,#1412 - 188 Doris Ave,Toronto,M2N 3T5,M2N
487,Dorset Park,190000,43.749035,-79.266685,#501 - 101 Prudential Dr,Toronto,M1P 4S5,M1P
488,Mimico,689000,43.625542,-79.477242,#W L05 - 80 Marine Parade Dr,Toronto,M8V 0A3,M8V
489,Mimico,464900,43.622589,-79.482445,#3808 - 2212 Lake Shore Blvd,Toronto,M8V 0A9,M8V
490,Downtown,299900,43.637386,-79.398201,#605 - 38 Dan Leckie Way,Toronto,M5V 2V6,M5V
491,Rexdale,87900,43.738522,-79.565941,2652 ISLINGTON AVE,Toronto,M9V 2X6,M9V
492,Humber Bay,1089000,43.624073,-79.484917,#3103 - 88 PARK LAWN RD,Toronto,M8Y 0B6,M8Y
493,Rexdale,219900,43.75449,-79.615273,#13 - 32 GOODMARK PL,Toronto,M9W 6J4,M9W
494,Old Town,490000,43.65406,-79.369118,#Uph13 - 320 RICHMOND ST E,Toronto,M5A 2R3,M5A
495,Toronto,359900,43.653225,-79.383186,9 San Roberto Way,Toronto,M5G 1P5,M5G
496,Don Valley Village,319900,43.791103,-79.357162,#812 - 177 LINUS RD E,Toronto,M2J 4S5,M2J
497,Downtown,369000,43.655956,-79.37291,#604 - 220 GEORGE ST,Toronto,M5A 2M9,M5A
498,Glen Park,799900,43.708565,-79.468506,27 Eugene St,Toronto,M6B 3Z6,M6B
499,Downtown,574900,43.653973,-79.388565,#3403 - 426 UNIVERSITY AVE,Toronto,M5G 1S9,M5G
500,Wilson Heights,2800000,43.747173,-79.450569,9 Bowring Walk,Toronto,M3H 5Z9,M3H
501,Jane and Finch,305800,43.740059,-79.509605,#1004 - 1900 Sheppard Ave,Toronto,M3L 1Y7,M3L
502,West Hill,420000,43.767723,-79.174797,#90 - 275 Manse Rd,Toronto,M1E 4X8,M1E
503,Humber Bay,270000,43.624073,-79.484917,#301 - 88 Park Lawn Rd,Toronto,M8Y 0B6,M8Y
504,Niagara,419800,43.637432,-79.401039,#2811 - 20 BRUYERES MEWS,Toronto,M5V 0G8,M5V
505,Malvern,269900,43.791725,-79.23687,#5A - 6 Rosebank Dr,Toronto,M1B,M1B
506,Parkdale,319999,43.635578,-79.441345,#411 - 2167 Lakeshore Blvd,Toronto,M6K 3C1,M6K
507,Agincourt,608800,43.808712,-79.255737,#15 - 435 Middlefield Rd,Toronto,M1S 5W1,M1S
508,Downtown,1448000,43.64613,-79.375778,#4605 - 8 The Esplanade St,Toronto,M5E 0A6,M5E
509,Midtown Toronto,2388000,43.705612,-79.383003,298 Manor Rd,Toronto,M4S 1S2,M4S
510,Armdale,449900,43.82074,-79.261734,##a4 - 3300 Mcnicoll Ave,Toronto,M1V 5J6,M1V
511,Willowdale,2787000,43.775288,-79.408012,102 Church Ave,Toronto,M2N 4G1,M2N
512,Downtown,60000,43.642273,-79.372704,29 Queens Quay,Toronto,M5E 1L7,M5E
513,Wexford,748000,43.754932,-79.302658,4 Princemere Cres,Toronto,M1R 3K1,M1R
514,Niagara,5000,43.63966,-79.415771,#2 - 100 Western Battery Rd,Toronto,M6K 3S2,M6K
515,Wallace Emerson,699000,43.663517,-79.437851,17 Wallace Ave,Toronto,M6H 1T4,M6H
516,Wallace Emerson,799900,43.663921,-79.446434,55 WARD ST,Toronto,M6H 4A5,M6H
517,Mimico,419000,43.621613,-79.482918,#2902 - 2230 Lakeshore Blvd,Toronto,M8V 0B2,M8V
518,Humber Heights - Westmount,698800,43.68832,-79.514221,548 B SCARLETT RD,Toronto,M9P 2S2,M9P
519,Briar Hill - Belgravia,945000,43.712105,-79.445091,734 Marlee Ave,Toronto,M6B 3J7,M6B
520,Emery,599000,43.740314,-79.544762,131 ST. LUCIE DR,Toronto,M9M 1T4,M9M
521,Earlscourt,549900,43.680241,-79.463577,144 Rosethorn Ave,Toronto,M6N 3L1,M6N
522,Mount Dennis,374000,43.692608,-79.50843,#301 - 74 SIDNEY BELSEY ST,Toronto,M6M 5J6,M6M
523,Scarborough Village,329999,43.749214,-79.20591,#Th 40 - 3646 KINGSTON RD,Toronto,M1E 4Y8,M1E
524,Willowdale,319900,43.757698,-79.409042,#2509 - 16 HARRISON GARDEN BLVD,Toronto,M2N 7K6,M2N
525,Willowdale,448800,43.757988,-79.403625,#1030 - 120 HARRISON GARDEN BLVD,Toronto,M2N 0H1,M2N
526,Willowdale,609000,43.768574,-79.389618,#Th104 - 399 SPRING GARDEN AVE,Toronto,M2N 3H6,M2N
527,The Queensway,16000,43.623314,-79.516945,#Pkg342 - 1050 THE QUEENSWAY WAY,Toronto,M8Z 0A8,M8Z
528,Agincourt,394900,43.778614,-79.281258,#1007 - 151 VILLAGE GREEN SQ,Toronto,M1S 0K5,M1S
529,Mimico,322800,43.622589,-79.482445,#3005 - 2212 LAKE SHORE BLVD W,Toronto,M8V 0A9,M8V
530,Eringate - Centennial - West Deane,289000,43.656895,-79.570404,#301 - 714 THE WEST MALL S,Toronto,M9C 4X1,M9C
531,Islington - City Centre West,299900,43.642925,-79.526726,#312 - 2 FIELDWAY RD,Toronto,M8Z 3L1,M8Z
532,Bendale,269000,43.773582,-79.258919,#1606 - 50 BRIAN HARRISON WAY,Toronto,M1P 5J4,M1P
