,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
558,Yorkdale,178500,43.716667,-79.455254,3129 Dufferin St,Toronto,M6A 2S9,M6A
559,Downtown,409900,43.655098,-79.375763,#1608 - 64 Shuter St,Toronto,M5B 1B1,M5B
560,Rouge,324999,43.836353,-79.250473,#108 - 3351 Markham Rd,Toronto,M1X 0A6,M1X
561,Wilson Heights,2589000,43.735573,-79.443596,438 Wilson Ave,Toronto,M3H 1T9,M3H
562,Old Mill,1525000,43.651253,-79.493347,#603 - 30 Old Mill Rd,Toronto,M8X 0A5,M8X
563,Midtown Toronto,10900000,43.675232,-79.378601,20 ELM AVE,Toronto,M4W 1N3,M4W
564,The Beach,349000,43.669174,-79.302444,1953 QUEEN ST E,Toronto,M4L 1H7,M4L
565,The Beach,1260000,43.669434,-79.302422,1951 QUEEN ST E,Toronto,M4L 1H7,M4L
566,Midtown Toronto,1529000,43.673782,-79.393517,39 BISHOP ST,Toronto,M5R 1N3,M5R
567,Leaside,2869900,43.714367,-79.370895,82 DIVADALE DR,Toronto,M4G 2P2,M4G
568,Alderwood,1398000,43.60165,-79.546326,514 HORNER AVE,Toronto,M8W 2C1,M8W
569,Jane and Finch,170000,43.756096,-79.517288,3945 JANE ST,Toronto,M3N 2K1,M3N
570,Mimico,98000,43.618938,-79.494659,1 Audley Street,Toronto,M8Y 2X3,M8Y
571,Agincourt,860000,43.795277,-79.272079,2260 BRIMLEY RD,Toronto,M1S 2B6,M1S
572,Emery,469500,43.748669,-79.530884,#8 - 789 ARROW RD,Toronto,M9M 2L4,M9M
574,Newtonbrook,3388000,43.795185,-79.40284,179 Maxome Ave,Toronto,M2M 3L1,M2M
575,Rexdale,109000,43.722031,-79.543945,#102 - 236 Albion Rd,Toronto,M9W 6A6,M9W
576,Willowdale,438000,43.760998,-79.410202,#315 - 4789 Yonge St,Toronto,M2N 0G3,M2N
577,Midtown Toronto,159000,43.687897,-79.396156,48 St.Clair Ave,Toronto,M4V 2Z2,M4V
578,Midtown Toronto,1358000,43.670319,-79.394432,#2313 - 155 Yorkville Ave,Toronto,M5R 1C4,M5R
579,Roncesvalles Village,1199000,43.654335,-79.452225,2243 Dundas St,Toronto,M6R 1X6,M6R
580,Rexdale,419900,43.731674,-79.576454,#1012 - 80 Esther Lorrie Dr,Toronto,M9W 4L7,M9W
581,Scarborough Village,799900,43.740292,-79.213455,73 Brinloor Blvd,Toronto,M1M 1L4,M1M
582,Long Branch,1079000,43.587688,-79.541992,33 Forty-Second St,Toronto,M8W 3P3,M8W
583,Long Branch,1699999,43.596199,-79.525291,3335 Lake Shore Blvd,Toronto,M8W 1N1,M8W
584,Newtonbrook,398000,43.779842,-79.44577,#1005 - 115 Antibes Dr,Toronto,M2R 2Z1,M2R
585,Victoria Village,935000,43.730347,-79.328224,#Ph 16 - 18 Concorde Pl,Toronto,M3C 3N4,M3C
586,Downtown,459900,43.646656,-79.394127,#902 - 36 Charlotte St,Toronto,M5V 3P7,M5V
587,Steeles,398000,43.814705,-79.325653,##1128 - 75 Bamburgh Circ,Toronto,M1W 3W1,M1W
588,Midtown Toronto,1660000,43.687294,-79.414162,81A Montclair Ave,Toronto,M5P 1P5,M5P
589,Willowdale,550000,43.767471,-79.41127,#3005 - 21 Hillcrest Ave,Toronto,M2N 7K2,M2N
590,Downtown,1788000,43.667709,-79.386383,#104/105 - 75 St Nicholas St,Toronto,M4Y 0A5,M4Y
591,Milliken,249900,43.809418,-79.269463,#406 - 1571 Sandhurst Circ,Toronto,M1V 1V2,M1V
592,York University Heights,878000,43.766823,-79.496696,24 Leitch Ave,Toronto,M3J 3P2,M3J
593,Rexdale,234900,43.75848,-79.586617,#1502 - 41 Markbrook Lane,Toronto,M9V 5E6,M9V
594,Bridle Path,15300000,43.739182,-79.379913,14 The Bridle Path,Toronto,M2L 1C8,M2L
595,Glen Park,175000,43.706429,-79.465775,#1210 - 940 Caledonia Rd,Toronto,M6B 3Y4,M6B
596,Silverthorn,725000,43.68219,-79.469429,539-541 Rogers Rd,Toronto,M6M 1B4,M6M
597,Regal Heights,1995000,43.67487,-79.439171,5 Northcliffe Blvd,Toronto,M6H 3G9,M6H
598,Agincourt,345000,43.778103,-79.281586,#3710 - 125 Village Green Sq,Toronto,M1S 0G5,M1S
599,Humber Bay,1049900,43.624374,-79.485542,#2903 - 90 Park Lawn Rd,Toronto,M8Y 0B6,M8Y
600,St. Clair West Village,488800,43.679676,-79.436104,956 St Clair Ave,Toronto,M6E 1A1,M6E
602,Bathurst Manor,995000,43.752811,-79.451485,830 Sheppard Ave,Toronto,M3H 2T3,M3H
603,New Toronto,1099000,43.598412,-79.51664,3154 Lake Shore Blvd,Toronto,M8V 1L5,M8V
604,Willowdale,519000,43.761196,-79.408951,#903 - 33 Sheppard Ave,Toronto,M2N 7K1,M2N
605,Midtown Toronto,1459000,43.671864,-79.393814,#3A - 36 Hazelton Ave,Toronto,M5R 2E2,M5R
606,The Beach,738000,43.674232,-79.307144,#506 - 60 Haslett Ave,Toronto,M4L 3R2,M4L
607,Downtown,545800,43.637608,-79.395134,#609W - 500 Queens Quay,Toronto,M5V 2Y3,M5V
608,Swansea,415000,43.636173,-79.470757,#910 - 105 The Queensway,Toronto,M6S 5B5,M6S
609,Humber Bay Shores,299900,43.624306,-79.480461,#707 - 2175 Lake Shore Blvd,Toronto,M8V 1A2,M8V
610,Midtown Toronto,675000,43.686676,-79.399445,#405 - 111 St Clair Ave,Toronto,M4V 1N5,M4V
611,Edenbridge - Humber Valley,3998000,43.674366,-79.518166,69 Valecrest Dr,Toronto,M9A 4P5,M9A
612,Entertainment District,1188000,43.649025,-79.387138,#Ph02 - 126 Simcoe St,Toronto,M5H 4E6,M5H
613,Rockcliffe - Smythe,995000,43.667488,-79.499748,47 Scarlett Rd,Toronto,M6N 4J8,M6N
615,Downsview,499000,43.727947,-79.475685,#19Lower - 951 Wilson Ave,Toronto,M3K 2A7,M3K
616,Downtown,1225000,43.637608,-79.395134,#602E - 500 Queens Quay,Toronto,M5V 2Y3,M5V
617,Princess - Rosethorn,2289000,43.661076,-79.536118,59 Rathburn Rd,Toronto,M9A 1R4,M9A
618,St. Andrew - Windfields,2288000,43.763756,-79.380775,86 Northdale Rd,Toronto,M2L 2M1,M2L
620,Financial District,629000,43.649799,-79.38028,#1504 - 325 Bay St,Toronto,M5H 4G3,M5H
621,Mimico,339000,43.624969,-79.478081,#2108 - 59 Annie Craig Dr,Toronto,M8V 0C4,M8V
622,Toronto,224900,43.793209,-79.258591,#12 &amp;13 - 40 Nugget Ave,Toronto,M1S 3A8,M1S
623,Milliken,205000,43.815178,-79.295227,#307 - 385 Silver Star Blvd,Toronto,M1V 0E3,M1V
624,Midtown Toronto,295900,43.706657,-79.427071,#316 - 2550 Bathurst St,Toronto,M6B 2Z2,M6B
625,York University Heights,58000,43.775482,-79.469521,##3 - 4700 Dufferin St,Toronto,M3H 5S7,M3H
626,Armdale,300,43.830791,-79.24955,#B-204 - 833 Passmore Ave,Toronto,M1X 0A2,M1X
627,Armdale,300,43.830791,-79.24955,#F-206 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
628,Armdale,300,43.830791,-79.24955,#F-204 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
629,Armdale,300,43.830791,-79.24955,#F-103 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
630,Armdale,220,43.830791,-79.24955,#D-106 - 843 Passmore Ave,Toronto,M1X 0A2,M1X
631,Armdale,220,43.830791,-79.24955,#E-104 - 855 Passmore Ave,Toronto,M1X 0A2,M1X
632,Downtown,449900,43.670547,-79.380585,#2608 - 28 TED ROGERS WAY,Toronto,M4Y 2J4,M4Y
633,Downtown,739900,43.64016,-79.377655,#3403 - 33 HARBOUR SQ,Toronto,M5J 2V3,M5J
634,North Toronto,2788000,43.73238,-79.414787,285 OLD ORCHARD GRVE,Toronto,M5M 2E6,M5M
635,Downtown,3588000,43.669151,-79.387375,#Ph3401 - 21 BALMUTO ST,Toronto,M4Y 1W4,M4Y
636,Downtown,3488000,43.666794,-79.388756,#5201 - 1080 BAY ST,Toronto,M5S 0A5,M5S
637,Midtown Toronto,159000,43.673416,-79.388428,# 3 - 890 YONGE ST,Toronto,M4W 3P4,M4W
638,Midtown Toronto,2135990,43.68515,-79.410439,#2 - 290 ST CLAIR AVE W,Toronto,M4V 1S3,M4V
639,Downtown,384999,43.659824,-79.362724,#1507 - 225 SACKVILLE ST,Toronto,M5A 0B9,M5A
640,Brockton Village,675000,43.644939,-79.430931,50 Alma Avenue,Toronto,M6K 2A3,M6K
641,Niagara,415800,43.637432,-79.401039,#2213 - 20 BRUYERES MEWS,Toronto,M5V 0G8,M5V
642,Midtown Toronto,485990,43.696835,-79.393997,#507 - 68 MERTON ST,Toronto,M4S 0A7,M4S
643,Midtown Toronto,5199000,43.671894,-79.394928,#Ph 6 - 77 AVENUE RD,Toronto,M5R 3L2,M5R
644,Downtown,455000,43.640224,-79.39595,#930 - 10 CAPREOL CRT,Toronto,M5V 4A3,M5V
645,Downtown,619000,43.652451,-79.388931,#2006 - 210 SIMCOE ST,Toronto,M5T 0A9,M5T
646,Little Portugal,255800,43.642391,-79.424736,#739 - 68 ABELL ST,Toronto,M6J 0B1,M6J
647,Downtown,799000,43.661102,-79.382103,#4003 - 21 CARLTON ST,Toronto,M5B 1L3,M5B
648,Downtown,369900,43.638477,-79.397987,#2812 - 75 QUEENS WHARF RD,Toronto,M5V 0J8,M5V
649,Entertainment District,599000,43.641491,-79.382607,#1115 - 19 GRAND TRUNK CRES,Toronto,M5J 3A3,M5J
650,St. Clair West Village,64900,43.679417,-79.437187,998 ST CLAIR AVE W,Toronto,M6E 1A2,M6E
651,Midtown Toronto,42000,43.716805,-79.400696,2674 YONGE ST,Toronto,M4N 2H7,M4N
652,St. Clair West Village,40000,43.679184,-79.437836,1020 ST. CLAIR AVE,Toronto,M6E 1A4,M6E
653,Midtown Toronto,779000,43.675018,-79.393723,#506 - 181 DAVENPORT RD,Toronto,M5R 1J1,M5R
654,Downtown,649800,43.647663,-79.390419,#4009 - 295 ADELAIDE ST,Toronto,M5V 0L4,M5V
655,Downtown,2750000,43.647663,-79.390419,#Ph2 - 295 ADELAIDE ST W,Toronto,M5V 0L4,M5V
656,Silverthorn,269900,43.681538,-79.471794,#510 - 1600 KEELE ST,Toronto,M6N 5J1,M6N
657,Midtown Toronto,958000,43.723736,-79.380013,76 HARGRAVE LANE,Toronto,M4N 0A4,M4N
659,Parma Court,299900,43.71833,-79.303375,#708 - 45 SUNRISE AVE,Toronto,M4A 2S3,M4A
660,Islington - City Centre West,399900,43.634884,-79.53952,#1911 - 101 SUBWAY CRES,Toronto,M9B 6K4,M9B
661,White Haven,259900,43.788448,-79.256805,#209 - 1703 MCCOWAN RD,Toronto,M1S 2Y3,M1S
662,Islington - City Centre West,79900,43.620182,-79.52845,#B - 1361 THE QUEENSWAY,Toronto,M8Z 1S8,M8Z
663,Bayview Village,115000,43.769089,-79.384933,2901 BAYVIEW AVE,Toronto,M2K 1E6,M2K
664,Dorset Park,170000,43.770493,-79.286835,#907 - 100 DUNDALK DR,Toronto,M1P 4V2,M1P
665,Henry Farm,348800,43.774376,-79.346603,#409 - 66 FOREST MANOR RD,Toronto,M2J 0B7,M2J
666,Belgravia,85000,43.697815,-79.441101,1508 EGLINTON AVE W,Toronto,M6E 2G8,M6E
667,Ionview,35900,43.731453,-79.26899,2383 EGLINTON AVE E,Toronto,M1K 2M5,M1K
668,Scarborough Junction,2600000,43.70546,-79.26796,458 BIRCHMOUNT RD,Toronto,M1K 1M6,M1K
669,Bayview Village,449900,43.765289,-79.382339,#105 - 3 REAN DR,Toronto,M2K 3C2,M2K
670,Willowdale,450000,43.757233,-79.404686,#1015 - 100 HARRISON GARDEN BLVD,Toronto,M2N 2T2,M2N
671,Humber Summit,1990000,43.754402,-79.572464,53 ROWNTREE MILL RD,Toronto,M9L 1C4,M9L
672,West Hill,2880000,43.758629,-79.197571,4151 KINGSTON RD,Toronto,M1E 2M3,M1E
673,Brookhaven,938168,43.703823,-79.498138,1745 LAWRENCE AVE W,Toronto,M6L 1C9,M6L
674,Newtonbrook,715000,43.78017,-79.418251,#Ph05 - 15 GREENVIEW AVE,Toronto,M2M 4M7,M2M
675,Morningside,509000,43.790253,-79.197601,741 MILITARY TR,Toronto,M1E 4P7,M1E
676,Willowdale,749900,43.771309,-79.412926,#2807 - 18 PARKVIEW AVE,Toronto,M2N 5P8,M2N
677,Downtown,489000,43.641788,-79.381874,#4006 - 14 YORK ST,Toronto,M5J 0B1,M5J
678,Downtown,539000,43.668777,-79.383995,#811 - 45 CHARLES ST E,Toronto,M4Y 1S2,M4Y
679,Midtown Toronto,1849990,43.685131,-79.410217,#7 - 288 ST CLAIR AVE W,Toronto,M4V 1S3,M4V
680,Downtown,700000,43.650372,-79.382347,#3711 - 70 TEMPERANCE ST,Toronto,M5H 3V5,M5H
681,Little Portugal,319900,43.642593,-79.424278,#712 - 48 ABELL ST,Toronto,M6J 0B1,M6J
682,Don Mills,305000,43.747749,-79.348656,#A202 - 16 MALLARD RD,Toronto,M3B 3N1,M3B
683,Willowdale,452000,43.778435,-79.41333,#705 - 18 HOLMES AVE,Toronto,M2N 0E1,M2N
684,Agincourt,178000,43.788311,-79.268082,#218 - 4438 SHEPPARD AVE,Toronto,M1S 1V2,M1S
685,Agincourt,399990,43.801655,-79.294731,#113 - 1315 FINCH AVE E,Toronto,M1S 4E7,M1S
686,Jane and Finch,419500,43.744011,-79.491524,#1921 - 5 SHEPPARD AVE,Toronto,M3M 3J8,M3M
687,Downtown,269000,43.659237,-79.382904,#103 - 384 YONGE ST,Toronto,M5B 1S9,M5B
688,Mimico,479999,43.625542,-79.477242,#2604 - 80 MARINE PARADE DR,Toronto,M8V 0A3,M8V
689,Bayview Village,469000,43.766094,-79.385582,#713 - 17 KENASTON GDNS,Toronto,M2K 1G7,M2K
690,Toronto,175000,43.653225,-79.383186,#1609 - 5 SAN ROMANO WAY,Toronto,M5G 1P5,M5G
691,Alderwood,1000000,43.600712,-79.53212,128 THIRTIETH ST,Toronto,M8W 3C4,M8W
692,Agincourt,118888,43.788311,-79.268082,#223 - 4438 SHEPPARD AVE E,Toronto,M1S 1V2,M1S
693,Lansing,599000,43.760303,-79.411621,#1106 - 9 BOGERT AVE,Toronto,M2N 0H3,M2N
694,Tam O'Shanter,78000,43.784351,-79.292191,#340 -35- 3850 SHEPPARD AVE E,Toronto,M1T 3L3,M1T
695,Toronto,295000,43.761047,-79.410904,#341 - 4750 YONGE ST,Toronto,L4C 0M5,L4C
696,Mount Dennis,314900,43.687202,-79.504761,#504 - 75 EMMETT AVE,Toronto,M6M 5A7,M6M
697,Mimico,409000,43.624969,-79.478081,#413 - 59 ANNIE CRAIG DR,Toronto,M8V 0C4,M8V
698,Parma Court,300000,43.71833,-79.303375,#1112 - 45 SUNRISE AVE,Toronto,M4A 2S3,M4A
699,Midtown Toronto,998000,43.708008,-79.400787,#Th03 - 58 Orchard View Blvd,Toronto,M4R 0A2,M4R
700,Malvern,264900,43.809731,-79.221008,#907 - 410 Mclevin Ave,Toronto,M1B 5J5,M1B
701,Willowdale,578800,43.775848,-79.414291,5371 Yonge St,Toronto,M2N 5R6,M2N
702,York Mills,5999000,43.744083,-79.384583,188 Valley Rd,Toronto,M2L 1G4,M2L
703,Bayview Village,339000,43.766094,-79.385582,#809 - 17 Kenaston Gdns,Toronto,M2K 1G7,M2K
704,Malvern,249900,43.804581,-79.227768,#125 - 200 Mclevin Ave,Toronto,M1B 6A2,M1B
705,Downtown,2999988,43.642273,-79.372704,#1204 - 29 Queens Quay Way,Toronto,M5E 1L7,M5E
706,Henry Farm,269000,43.774952,-79.33548,#1008 - 30 Heron&#39;s Hill Way,Toronto,M2J 0A7,M2J
707,Midtown Toronto,1168000,43.710876,-79.443077,673 Glengrove Ave,Toronto,M6B 2J2,M6B
708,Downtown,125000,43.649483,-79.391853,329 Queen St,Toronto,M5V 2A4,M5V
709,Milliken,4300000,43.805862,-79.298836,2967  kennedy Road,Toronto,M1V 1S9,M1V
710,Downtown,575000,43.64613,-79.375778,#3607 - 8 The Esplanade,Toronto,M5E 0A6,M5E
711,Steeles,498000,43.815434,-79.325745,#838 - 25 Bamburgh Circ,Toronto,M1W 3W2,M1W
712,St. Clair West Village,848000,43.678867,-79.440109,1084 St.Clair Ave,Toronto,M6E 1A7,M6E
713,Downtown,668000,43.642273,-79.372704,#918 - 29 Queens Quay Way,Toronto,M5E 1L7,M5E
714,Don Valley Village,479000,43.777386,-79.352486,#82 - 125 Shaughnessy Blvd,Toronto,M2J 1J7,M2J
715,Bayview Village,345000,43.769722,-79.36692,2756 Old Leslie St,Toronto,M2K 0E2,M2K
716,Mimico,319000,43.625118,-79.478767,#306B - 60 Annie Craig Dr,Toronto,M8V 0A8,M8V
717,Swansea,444900,43.636173,-79.470757,#1010 - 105 The Queensway Ave,Toronto,M6S 5B5,M6S
718,Edenbridge - Humber Valley,5600000,43.674221,-79.514603,158 Edenbridge Dr,Toronto,M9A 3G6,M9A
719,Pelmo Park,614888,43.708405,-79.525757,5 Jaymar Pl,Toronto,M9N 3L8,M9N
720,Oakridge,339900,43.694603,-79.273277,#101 - 3520 Danforth Ave,Toronto,M1L 1E6,M1L
721,Don Mills,425000,43.73275,-79.345634,#903 - 75 The Donway Way,Toronto,M3C 2E9,M3C
722,Midtown Toronto,1380000,43.712585,-79.377747,#305/6 - 1818 Bayview Ave,Toronto,M4G 4G6,M4G
723,Woburn,2500000,43.776733,-79.242828,1120 Bellamy Rd,Toronto,M1H 1H3,M1H
724,Rockcliffe - Smythe,849000,43.669647,-79.484047,822 Runnymede Rd,Toronto,M6N 3V9,M6N
725,Silverthorn,725000,43.682182,-79.469193,535-537 Rogers Rd,Toronto,M6M 1B4,M6M
726,West Queen West,3700000,43.646591,-79.406052,715-717 Queen St,Toronto,M6J 1E6,M6J
727,Downtown,319900,43.640381,-79.397339,#3002 - 21 Iceboat Terr,Toronto,M5V 4A9,M5V
728,Central Waterfront,860000,43.63821,-79.391357,#Uph5 - 410 Queens Quay,Toronto,M5V 3T1,M5V
729,Entertainment District,438900,43.649025,-79.387138,#1506 - 126 Simcoe St,Toronto,M5H 4E6,M5H
730,Toronto,189900,43.762257,-79.352737,#307 - 220 Duncan Mill Rd,Toronto,M3B 2V1,M3B
731,Willowdale,1200000,43.760998,-79.410202,#1003/4 - 4789 Yonge St,Toronto,M2N 0G3,M2N
732,Riverdale,899900,43.666531,-79.348099,718 Gerrard St,Toronto,M4M 1Y3,M4M
733,York University Heights,250000,43.767105,-79.47065,#6 - 1101 Finch Ave,Toronto,M3J 3L6,M3J
734,Humber Summit,199900,43.753052,-79.541618,#66 - 2300 Finch Ave,Toronto,M9M 2Y3,M9M
735,Mimico,635000,43.618755,-79.485359,#707 - 2285 Lake Shore Blvd,Toronto,M8V 3X9,M8V
736,Downtown,89000,43.670345,-79.3853,53 Bloor St,Toronto,M4W 1A9,M4W
737,Downsview,324900,43.726418,-79.479942,#631 - 15 James Finlay Way,Toronto,M3M 0B3,M3M
738,Bayview Woods - Steeles,283000,43.785713,-79.389084,#8 - 1 Watergarden Way,Toronto,M2K 2Z7,M2K
739,Don Mills,1200,43.747749,-79.348656,#A204 - 16 Mallard Rd,Toronto,M3B 3N1,M3B
740,Midtown Toronto,439000,43.670319,-79.394432,#1506 - 155 Yorkville Ave,Toronto,M5R 1C4,M5R
741,Midtown Toronto,659000,43.670319,-79.394432,#1507 - 155 Yorkville Ave,Toronto,M5R 1C4,M5R
742,Carleton Village,49000,43.670044,-79.457214,1985 Davenport Rd,Toronto,M6N 1C5,M6N
743,Armdale,129900,43.82074,-79.261734,#A206 - 3300 Mcnicoll Ave,Toronto,M1V 5J6,M1V
744,Midtown Toronto,2190000,43.6754,-79.402336,361 Davenport Rd,Toronto,M5R 1K5,M5R
745,Dorset Park,119900,43.771751,-79.283981,2 Antrim Cres,Toronto,M1P 2N3,M1P
746,Clairlea - Birchmount,268000,43.725918,-79.289024,816 Warden Ave,Toronto,M1R 5A3,M1R
747,Edenbridge - Humber Valley,7398000,43.675018,-79.519035,77 Valecrest Dr,Toronto,M9A 4P5,M9A
748,Bathurst Manor,315000,43.755169,-79.441742,#304 - 650 Sheppard Ave,Toronto,M3H 2S5,M3H
749,Brockton Village,199900,43.649673,-79.440407,222 Lansdowne Ave,Toronto,M6K 3C6,M6K
750,Islington - City Centre West,279000,43.645454,-79.522476,3300 Bloor St,Toronto,M8X 2X4,M8X
751,Malvern,409149,43.792263,-79.237587,#110 - 1585 Markham Rd,Toronto,M1B 2W1,M1B
752,Tam O'Shanter - Sullivan,390000,43.7794,-79.30883,2190 Warden Ave,Toronto,M1T 1V6,M1T
753,Armdale,300,43.830791,-79.24955,#F-203 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
754,Armdale,300,43.830791,-79.24955,#F-201 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
755,Armdale,300,43.830791,-79.24955,#F-202 - 865 Passmore Ave,Toronto,M1X 0A2,M1X
756,Armdale,220,43.830791,-79.24955,#D-103 - 843 Passmore Ave,Toronto,M1X 0A2,M1X
757,Midtown Toronto,653900,43.696835,-79.393997,#1008 - 68 MERTON ST,Toronto,M4S 0A7,M4S
758,Midtown Toronto,343800,43.673172,-79.389687,#1401 - 32 DAVENPORT RD,Toronto,M5R 0B5,M5R
759,Downtown,599900,43.639782,-79.397949,#658 - 151 DAN LECKIE WAY,Toronto,M5V 4B2,M5V
760,Niagara,489900,43.63673,-79.400505,#2505 - 600 FLEET ST,Toronto,M5V 1B7,M5V
761,Downtown,299000,43.648006,-79.396835,#508 - 438 RICHMOND ST W,Toronto,M5V 1X9,M5V
762,Downtown,1500000,43.662125,-79.366859,401 PARLIAMENT ST,Toronto,M5A 3A1,M5A
763,Downtown,444900,43.639664,-79.379272,#806 - 77 HARBOUR SQ,Toronto,M5J 2T5,M5J
764,Beach Hill,999000,43.681137,-79.310356,1956 GERRARD ST E,Toronto,M4E 2B1,M4E
765,Midtown Toronto,99000,43.683643,-79.392433,1278 YONGE ST,Toronto,M4T 1W5,M4T
766,Clairlea,579500,43.710022,-79.290222,3135 ST CLAIR AVE E,Toronto,M1L 1V3,M1L
767,Midtown Toronto,599000,43.688316,-79.394531,1470 YONGE ST,Toronto,M4T 1Z6,M4T
768,Downtown,109000,43.658722,-79.382263,372 YONGE ST,Toronto,M5G 2K9,M5G
769,Downtown,469900,43.657074,-79.355232,#1106 - 51 TROLLEY CRES,Toronto,M5A 0E9,M5A
771,Downtown,249000,43.660149,-79.360886,#2205 - 170 SUMACH ST,Toronto,M5A 2B9,M5A
772,Niagara,368000,43.637432,-79.401039,#710 - 20 BRUYERES MEWS,Toronto,M5V 0G8,M5V
773,Downtown,1059900,43.642578,-79.3769,#5203 - 16 HARBOUR ST,Toronto,M5J 2Y4,M5J
774,Downtown,524900,43.651321,-79.358055,#601 - 80 MILL ST,Toronto,M5A 4T3,M5A
775,Downtown,314900,43.644932,-79.392143,#521 - 36 BLUE JAYS WAY,Toronto,M5V 3T3,M5V
776,Downtown,495000,43.657421,-79.40509,376 College Street,Toronto,M5T 2N9,M5T
777,Downtown,319000,43.665749,-79.385513,#223 - 5 ST. JOSEPH ST,Toronto,M4Y 0B6,M4Y
778,Midtown Toronto,4998000,43.691147,-79.400749,95 LONSDALE RD,Toronto,M4V 1W4,M4V
779,Riverside,119000,43.665714,-79.351059,623 GERRARD ST E,Toronto,M4M 1Y2,M4M
780,Earlscourt,49000,43.675121,-79.447258,95 GREENLAW AVE,Toronto,M6H 3V8,M6H
781,Danforth Village,79990,43.6889,-79.2995,2658 DANFORTH AVE,Toronto,M4C 1L7,M4C
782,Toronto,359900,43.640335,-79.424477,#1723 - 38 JOE SHUSTER WAY,Toronto,M6K 0A5,M6K
783,East Bayfront,2710000,43.645634,-79.362335,#Ph12 - 1 EDGEWATER DR,Toronto,M5A 1B6,M5A
784,Wilson Heights,350000,43.738132,-79.434631,3780 BATHURST ST,Toronto,M3H 3M6,M3H
785,York University Heights,999900,43.766209,-79.499435,25 MANSUR TERR,Toronto,M3J 3R2,M3J
786,Maple Leaf,1500000,43.716793,-79.476067,44 ROMEO ST,Toronto,M6L 2L5,M6L
787,Kingsview Village,1999000,43.702599,-79.542358,55 GOLFWOOD HTS,Toronto,M9P 3L8,M9P
788,York University Heights,967000,43.766182,-79.499756,28 MANSUR TERR,Toronto,M3J 3R1,M3J
789,Bridle Path,9688000,43.729534,-79.369606,45 PARK LANE CIRC,Toronto,M3C 2N2,M3C
790,Bendale,263900,43.771198,-79.260529,#361 - 123 OMNI DR,Toronto,M1P 5A6,M1P
791,Rexdale,79000,43.720219,-79.600403,#G007 - 500 REXDALE BLVD,Toronto,M9W 6K5,M9W
792,Mimico,38800,43.620239,-79.50029,418 ROYAL YORK RD,Toronto,M8Y 2R9,M8Y
793,Cliffcrest,30000,43.727604,-79.230331,#2 - 3110 KINGSTON RD,Toronto,M1M 1P2,M1M
794,York Mills,4680000,43.757633,-79.391129,6 TOBA DR,Toronto,M2P 1Z3,M2P
795,Newtonbrook,1728000,43.797821,-79.404243,257 OTONABEE AVE,Toronto,M2M 2S9,M2M
796,Scarborough Junction,599000,43.71405,-79.26268,23 COTTON AVE,Toronto,M1K 1Z3,M1K
797,Willowdale,1398800,43.783005,-79.391747,2960 A BAYVIEW AVE,Toronto,M2N 4N3,M2N
798,Willowdale,343000,43.765842,-79.410057,#1715 - 35 HOLLYWOOD AVE,Toronto,M2N 0A9,M2N
799,Kingsview Village,108000,43.696663,-79.552414,#2005 - 320 DIXON RD,Toronto,M9R 1S9,M9R
800,Don Mills,439000,43.73275,-79.345634,#1310 - 75 THE DONWAY W,Toronto,M3C 2E9,M3C
801,Mimico,269000,43.630383,-79.476273,#407 - 3 MARINE PARADE DR,Toronto,M8V 3Z4,M8V
802,New Toronto,59000,43.60099,-79.503357,2875 LAKE SHORE BLVD W,Toronto,M8V 1J2,M8V
803,Morningside,284900,43.784866,-79.195343,#2703 - 3070 ELLESMERE RD,Toronto,M1E 4C3,M1E
804,Willowdale,285000,43.777355,-79.41275,#1106 - 60 BYNG AVE,Toronto,M2N 7K3,M2N
805,Oakridge,129000,43.694172,-79.274673,3472 DANFORTH AVE,Toronto,M1L 1E3,M1L
806,Toronto,319000,43.824078,-79.273773,#809 - 80 ALTON TOWERS CIRC,Toronto,M1V 5E8,M1V
807,Emery,104900,43.749187,-79.542702,#1104 - 3390 WESTON RD,Toronto,M9M 2X3,M9M
808,Rexdale,145000,43.722031,-79.543945,#1904 - 236 ALBION RD,Toronto,M9W 6A6,M9W
809,Midtown Toronto,735000,43.673172,-79.389687,#1103 - 32 DAVENPORT RD,Toronto,M5R 0B5,M5R
810,Downtown,160000,43.657772,-79.38414,# 3 - 655 BAY ST,Toronto,M5G 2K4,M5G
811,Eatonville,385900,43.639694,-79.563148,#1622 - 2 EVA RD,Toronto,M9C 4Z5,M9C
812,Rouge,199900,43.821304,-79.246292,#19 -20 - 2761 MARKHAM RD,Toronto,M1X 0A4,M1X
813,West Hill,334900,43.769436,-79.188362,#117 - 4470 KINGSTON RD,Toronto,M1E 3E7,M1E
815,Downtown,285000,43.659237,-79.382904,#22 - 384 YONGE ST,Toronto,M5B 1S9,M5B
816,Willowdale,595000,43.769829,-79.413467,#310 - 5168 YONGE ST,Toronto,M2N 0G1,M2N
817,Downtown,250000,43.650963,-79.397903,#232 - 222 SPADINA AVE,Toronto,M5T 3B3,M5T
818,Midtown Toronto,1549000,43.688797,-79.411438,#1 A - 317 LONSDALE RD,Toronto,M4V 1X3,M4V
