,Unnamed: 0,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
1041,1041,Port Royal,350000,43.81366,-79.29142,#2 - 3833 MIDLAND AVE,Toronto,M1V 5L6,M1V
1053,1053,Milliken,1178000,43.824245,-79.291046,52 HIGHBRIDGE PL,Toronto,M1V 4R8,M1V
1106,1106,Milliken,699000,43.811516,-79.280769,9 Danjohn Cres,Toronto,M1V 3N2,M1V
1124,1124,Toronto,698000,43.822731,-79.266121,111 Shady Hollow Dr,Toronto,M1V 2L9,M1V
1213,1213,Toronto,729000,43.827942,-79.273911,64 SEAMIST CRES,Toronto,M1V 3K3,M1V
1263,1263,Port Royal,839000,43.817585,-79.289879,31 BECCA HALL TR,Toronto,M1V 2T7,M1V
1284,1284,Milliken,499000,43.819195,-79.295441,#110 - 3838 MIDLAND AVE,Toronto,M1V 5K5,M1V
98,98,Tam O'Shanter,533900,43.7897,-79.30526,#2 - 671 HUNTINGWOOD DR,Toronto,M1W 1H6,M1W
124,124,Steeles,479000,43.815434,-79.325745,#1133 - 25 BAMBURGH CIRC,Toronto,M1W 3W2,M1W
130,130,L'Amoreaux,749888,43.792309,-79.327568,119 CORINTHIAN BLVD,Toronto,M1W 1B7,M1W
201,201,Bridlewood,279800,43.796768,-79.315636,#122 - 5225 FINCH AVE E,Toronto,M1W,M1W
206,206,Steeles,508888,43.815434,-79.325745,#233 - 25 BAMBURGH CIRC,Toronto,M1W 3W2,M1W
260,260,Milliken,279800,43.797787,-79.313347,#1007 - 2050 Bridletowne Circ,Toronto,M1W 2V5,M1W
274,274,L'Amoreaux,688000,43.801937,-79.321388,17 Hildenboro Sq,Toronto,M1W 1Y2,M1W
332,332,Bridlewood,479999,43.793938,-79.318443,#50 - 100 BRIDLETOWNE CIRC,Toronto,M1W 3Z8,M1W
530,530,Bridlewood,1158880,43.801292,-79.328476,54 DEERBROOK TR,Toronto,M1W 1V4,M1W
577,577,Bridlewood,318000,43.798969,-79.320328,#1108 - 3131 BRIDLETOWNE CIRC,Toronto,M1W 2S9,M1W
612,612,L'Amoreaux,545000,43.810116,-79.313377,#8 - 29 Fundy Bay Blvd,Toronto,M1W 3A1,M1W
692,692,Milliken,868000,43.806877,-79.311211,50 STALEY TERR,Toronto,M1W 2E7,M1W
747,747,Bridlewood,49000,43.796768,-79.315643,5745 FINCH AVE E,Toronto,M1W,M1W
755,755,Bridlewood,658000,43.796352,-79.323875,74 HUNTINGDALE BLVD,Toronto,M1W 1T1,M1W
783,783,Bridlewood,199900,43.798306,-79.314674,#1004 - 100 Echo Point Pt,Toronto,M1W 2V2,M1W
862,862,Tam O'Shanter,499900,43.7897,-79.30526,#17 - 671 HUNTINGWOOD DR,Toronto,M1W 1H6,M1W
959,959,Milliken,588000,43.801727,-79.302101,129 SILVER SPRINGS BLVD,Toronto,M1W 3L3,M1W
961,961,L'Amoreaux,545000,43.810116,-79.313377,#8 - 29 FUNDY BAY BLVD,Toronto,M1W 3A1,M1W
1042,1042,Steeles,519900,43.814705,-79.325653,#117 - 75 BAMBURGH CIRC,Toronto,M1W 3W1,M1W
1055,1055,Steeles,275900,43.815434,-79.325745,#534 - 25 BAMBURGH CIRC,Toronto,M1W 3W2,M1W
1109,1109,Milliken,779888,43.806644,-79.311386,48 Staley Terr,Toronto,M1W 2G3,M1W
1117,1117,Bridlewood,241900,43.79488,-79.313713,#906 - 10 Stonehill Crt,Toronto,M1W 2X8,M1W
1167,1167,Steeles,388000,43.815434,-79.325745,#1135 - 25 BAMBURGH CIRC,Toronto,M1W 3W2,M1W
1214,1214,Milliken,499000,43.802181,-79.312622,#42 - 81 BROOKMILL BLVD,Toronto,M1W 2L5,M1W
207,207,Armdale,366735,43.825054,-79.246819,#40 - 30 IRONSIDE CRES,Toronto,M1X 1G4,M1X
301,301,Hillcrest Village,390000,43.802334,-79.353668,#68 - 15 Pebble Byway Way,Toronto,M2H 3J5,M2H
336,336,Hillcrest Village,390000,43.802334,-79.353668,#68 - 15 PEBBLE BYWAY WAY,Toronto,M2H 3J5,M2H
475,475,Hillcrest Village,1499000,43.803513,-79.351654,18 SHADBERRY DR,Toronto,M2H 3C8,M2H
565,565,Hillcrest Village,394800,43.802334,-79.353668,#66 - 15 PEBBLE BYWAY WAY,Toronto,M2H 3J5,M2H
1150,1150,Don Valley Village,679900,43.795135,-79.353607,401 85 Skymark Drive,Toronto,M2H 3S6,M2H
1228,1228,Hillcrest Village,383000,43.801662,-79.353928,#117 - 3740 DON MILLS RD,Toronto,M2H 3J2,M2H
1247,1247,Don Valley Village,679900,43.795135,-79.353607,401 85 Skymark Drive,Toronto,M2H 3S6,M2H
99,99,Henry Farm,309900,43.774895,-79.345955,#108 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
127,127,Don Valley Village,672000,43.788429,-79.355347,102 RUSTY CREST WAY,Toronto,M2J 2Y4,M2J
170,170,Henry Farm,369888,43.774895,-79.345955,#407 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
302,302,Henry Farm,294900,43.774746,-79.336929,#2912 - 275 Yorkland Rd,Toronto,M2J 1S3,M2J
303,303,Bayview Village,529000,43.788269,-79.368301,6 Woody Vineway Way,Toronto,M2J,M2J
344,344,Don Valley Village,398000,43.793056,-79.35228,#601 - 1555 FINCH AVE E,Toronto,M2J 4X9,M2J
482,482,Don Valley Village,319000,43.791103,-79.357162,#812 - 177 LINUS RD,Toronto,M2J 4S5,M2J
562,562,Henry Farm,359900,43.774895,-79.345955,#1705 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
578,578,Henry Farm,496000,43.773529,-79.347641,#21 - 102 GEORGE HENRY BLVD,Toronto,M2J 1E7,M2J
601,601,Don Valley Village,1299000,43.785778,-79.365456,53 Cobblestone Dr,Toronto,M2J 2X6,M2J
765,765,Henry Farm,339000,43.774895,-79.345955,#208 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
768,768,Don Valley Village,325000,43.791103,-79.357162,#406 - 177 LINUS RD,Toronto,M2J 4S5,M2J
788,788,Don Valley Village,899900,43.793076,-79.350105,683 Seneca Hill Dr,Toronto,M2J 2W7,M2J
844,844,Henry Farm,299999,43.774895,-79.345955,#319 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
1000,1000,Pleasant View,379900,43.792374,-79.336693,#102 - 165 CHEROKEE BLVD,Toronto,M2J 4T7,M2J
1037,1037,Henry Farm,498000,43.774895,-79.345955,#2508 - 70 FOREST MANOR RD,Toronto,M2J 1G2,M2J
1074,1074,Don Valley Village,315000,43.791817,-79.355553,#2201 - 3300 Don Mills Rd,Toronto,M2J 4X7,M2J
132,132,Bayview Village,314900,43.769611,-79.368416,#3107 - 33 SINGER CRT,Toronto,M2K 0B4,M2K
307,307,Bayview Village,320000,43.768475,-79.381607,#301 - 650 SHEPPARD AVE E,Toronto,M2K 1B7,M2K
440,440,Bayview Village,298200,43.765289,-79.382339,#1107 - 3 REAN DR,Toronto,M2K 3C2,M2K
451,451,Bayview Village,309990,43.765186,-79.38472,#409 - 17 BARBERRY PL,Toronto,M2K,M2K
495,495,Bayview Village,358800,43.766094,-79.385582,#513 - 17 KENASTON GDNS,Toronto,M2K 1G7,M2K
596,596,Bayview Village,489000,43.765575,-79.386047,#1709 - 18 Kenaston Gdns,Toronto,M2K 3C7,M2K
602,602,Bayview Village,359000,43.76498,-79.383522,#1806 - 1 Rean Dr,Toronto,M2K 3C1,M2K
614,614,Bayview Village,1888000,43.781353,-79.388954,45 Canary Cres,Toronto,M2K 1Z1,M2K
660,660,Bayview Village,55000,43.768501,-79.380798,662 SHEPPARD AVE E,Toronto,M2K 1B7,M2K
712,712,Bayview Village,1600,43.766094,-79.385582,211 - 17 KENASTON Gardens,Toronto,M2K 1G7,M2K
746,746,Bayview Village,329000,43.767746,-79.370918,#706 - 121 MCMAHON DR,Toronto,M2K 1C2,M2K
757,757,Bayview Village,329000,43.769569,-79.369514,#1207 - 19 SINGER CRT,Toronto,M2K 1C5,M2K
759,759,Bayview Village,349900,43.769569,-79.369514,#219 - 19 SINGER CRT,Toronto,M2K 1C5,M2K
762,762,Bayview Village,699900,43.769741,-79.369698,#Th05 - 25 SINGER CRT,Toronto,M2K 1C5,M2K
851,851,Bayview Village,338800,43.767746,-79.370918,#1010 - 121 MCMAHON DR,Toronto,M2K 1C2,M2K
880,880,Bayview Village,289999,43.766068,-79.382774,#1513 - 8 REAN DR,Toronto,M2K 3B9,M2K
949,949,Bayview Village,459900,43.76498,-79.383522,#1308 - 1 REAN DR,Toronto,M2K 3C1,M2K
955,955,Bayview Village,1050000,43.767426,-79.37751,49 CARACAS RD,Toronto,M2K 1A8,M2K
965,965,Bayview Village,435000,43.769611,-79.368416,#2302 - 33 SINGER CRT,Toronto,M2K 0B4,M2K
999,999,Bayview Village,1888000,43.781353,-79.388954,45 CANARY CRES,Toronto,M2K 1Z1,M2K
1022,1022,Bayview Village,368800,43.76498,-79.383522,#2012 - 1 REAN DR,Toronto,M2K 3C1,M2K
1077,1077,Bayview Village,5388000,43.774094,-79.38665,29 Citation Dr,Toronto,M2K 1S5,M2K
1203,1203,Bayview Village,349500,43.769611,-79.368416,#1501 - 33 SINGER CRT,Toronto,M2K 0B4,M2K
1207,1207,Bayview Village,309900,43.769611,-79.368416,#3107 - 33 SINGER CRT,Toronto,M2K 0B4,M2K
1280,1280,Bayview Village,367000,43.769569,-79.369514,#1218 - 19 SINGER CRT,Toronto,M2K 1C5,M2K
118,118,St. Andrew - Windfields,2388000,43.763935,-79.370956,57 HOPPERTON DR,Toronto,M2L 2S7,M2L
674,674,St. Andrew - Windfields,1995000,43.75679,-79.368561,20 Mellowood Dr,Toronto,M2L 2E3,M2L
785,785,Bridle Path,14395000,43.741295,-79.377724,35 Country Lane,Toronto,M2L 1E1,M2L
807,807,St. Andrew - Windfields,7395000,43.754295,-79.387703,12 FIFESHIRE RD,Toronto,M2L 2G4,M2L
1155,1155,St. Andrew - Windfields,4500000,43.763638,-79.379562,96 NORTHDALE RD,Toronto,M2L 2L9,M2L
91,91,Newtonbrook,348000,43.783112,-79.415199,#1209 - 5765 YONGE ST,Toronto,M2M 4H9,M2M
96,96,Newtonbrook,1690000,43.780804,-79.419121,41 HENDON AVE,Toronto,M2M 1A4,M2M
120,120,Newtonbrook,1689000,43.783783,-79.401764,202 PEMBERTON AVE,Toronto,M2M 1Y8,M2M
142,142,Newtonbrook,375800,43.783081,-79.416824,#1107 - 5740 YONGE ST,Toronto,M2M 3T6,M2M
149,149,Newtonbrook,828000,43.803524,-79.377838,77 MINTWOOD DR,Toronto,M2M 3A7,M2M
196,196,Newtonbrook,562000,43.78067,-79.418343,#2519 - 25 GREENVIEW AVE,Toronto,M2M 0A5,M2M
204,204,Newtonbrook,514900,43.78067,-79.418343,#819 - 25 GREENVIEW AVE,Toronto,M2M 0A5,M2M
269,269,Newtonbrook,1480000,43.788563,-79.426552,182 Patricia Ave,Toronto,M2M 1J5,M2M
365,365,Newtonbrook,1880000,43.793953,-79.409225,977 Lillian St,Toronto,M2M 3E8,M2M
431,431,Bayview Woods - Steeles,1750000,43.802509,-79.390968,23 TARBERT RD,Toronto,M2M 3S8,M2M
691,691,Newtonbrook,1880000,43.793953,-79.409225,977 LILLIAN ST,Toronto,M2M 3E8,M2M
703,703,Newtonbrook,1950000,43.801323,-79.403679,205 Steeles Ave,Toronto,M2M 3Y6,M2M
749,749,Newtonbrook,1500000,43.779987,-79.418968,18 GREENVIEW AVE,Toronto,M2M 1R1,M2M
840,840,Newtonbrook,199000,43.780952,-79.415672,5637 YONGE ST,Toronto,M2M 3T2,M2M
854,854,Newtonbrook,329000,43.781662,-79.414391,#802 - 7 BISHOP AVE,Toronto,M2M 4J4,M2M
871,871,Newtonbrook,299000,43.795685,-79.422287,#K-09 - 6464 YONGE ST,Toronto,M2M 3X4,M2M
929,929,Newtonbrook,399000,43.781662,-79.414391,#910 - 7 BISHOP AVE,Toronto,M2M 4J4,M2M
1018,1018,Newtonbrook,1798000,43.795513,-79.407936,148 NEWTON DR,Toronto,M2M 2N3,M2M
1048,1048,Newtonbrook,419800,43.781689,-79.413429,#308 - 8 PEMBERTON AVE,Toronto,M2M 4K8,M2M
1062,1062,Newtonbrook,1798000,43.795513,-79.407936,148 Newton Dr,Toronto,M2M 2N3,M2M
1099,1099,Newtonbrook,278000,43.783081,-79.416824,#1003 - 5740 Yonge St,Toronto,M2M 3T6,M2M
1113,1113,Newtonbrook,2498000,43.794178,-79.417198,26 Madawaska Ave,Toronto,M2M 2P9,M2M
1118,1118,Newtonbrook,259900,43.780598,-79.413246,#103 - 29 Pemberton Ave,Toronto,M2M 4L5,M2M
1164,1164,Newtonbrook,374500,43.784409,-79.416061,#907 - 5791 YONGE ST,Toronto,M2M 0A8,M2M
1181,1181,Newtonbrook,3149000,43.797127,-79.404976,30 LLOYDMINSTER CRES,Toronto,M2M 2R8,M2M
1182,1182,Newtonbrook,1788000,43.790619,-79.413734,27 TOBRUK CRES,Toronto,M2M 3B4,M2M
90,90,Willowdale,482888,43.770878,-79.411964,#1706 - 238 DORIS AVE,Toronto,M2N 6W1,M2N
108,108,Willowdale,468000,43.760101,-79.408844,#905 - 31 BALES AVE,Toronto,M2N 7L6,M2N
111,111,Willowdale,478000,43.765579,-79.41259,#2109 - 4978 YONGE ST,Toronto,M2N 7G8,M2N
135,135,Willowdale,545000,43.757408,-79.406853,#1125 - 5 EVERSON DR,Toronto,M2N 7C3,M2N
150,150,Willowdale,359000,43.775902,-79.413261,#2606 - 10 NORTHTOWN WAY,Toronto,M2N 7L4,M2N
156,156,Willowdale,455000,43.769829,-79.413467,#1707 - 5168 YONGE ST,Toronto,M2N 0G1,M2N
157,157,Willowdale,519500,43.776451,-79.414017,#1829 - 500 DORIS AVE,Toronto,M2N 0C1,M2N
185,185,Lansing,675000,43.760303,-79.411621,#2503 - 9 BOGERT AVE,Toronto,M2N 0H3,M2N
188,188,Willowdale,2150000,43.761501,-79.409882,#Ph18 - 5 SHEPPARD AVE E,Toronto,M2N 0C8,M2N
190,190,Willowdale,428800,43.775146,-79.412666,#808 - 880 GRANDVIEW WAY,Toronto,M2N 7A2,M2N
198,198,Lansing,629900,43.760303,-79.411621,#3208 - 9 BOGERT AVE,Toronto,M2N 0H3,M2N
208,208,Willowdale,559000,43.769207,-79.412132,#2510 - 33 EMPRESS AVE,Toronto,M2N 6Y7,M2N
209,209,Willowdale,475000,43.769665,-79.41378,#2301 - 5162 YONGE ST,Toronto,M2N 0E9,M2N
210,210,Willowdale,419800,43.777054,-79.41378,#709 - 28 BYNG AVE,Toronto,M2N 7H4,M2N
211,211,Willowdale,425000,43.778439,-79.416069,#310 - 5508 YONGE ST,Toronto,M2N 7L2,M2N
236,236,Willowdale,3588000,43.77668,-79.401146,12 Waring Crt,Toronto,M2N 4G6,M2N
277,277,Willowdale,1498000,43.774139,-79.427925,26 Yorkview Dr,Toronto,M2N 2S1,M2N
287,287,Willowdale,1998000,43.767403,-79.421387,119 Park Home Ave,Toronto,M2N 1W7,M2N
325,325,Willowdale,698000,43.764442,-79.408936,#603 - 65 SPRING GARDEN AVE,Toronto,M2N 6H9,M2N
337,337,Willowdale,529000,43.756294,-79.406532,#120 - 80 HARRISON GARDEN BLVD,Toronto,M2N 7E2,M2N
338,338,Willowdale,548800,43.756294,-79.406532,#1026 - 80 HARRISON GARDEN BLVD,Toronto,M2N 7E2,M2N
339,339,Willowdale,599900,43.757233,-79.404686,#1023 - 100 HARRISON GARDEN BLVD,Toronto,M2N 2T2,M2N
340,340,Willowdale,459990,43.756668,-79.407768,#Ph02 - 51 HARRISON GARDEN BLVD,Toronto,M2N 7G4,M2N
349,349,Willowdale,568000,43.760136,-79.40789,#1905 - 17 Anndale Dr,Toronto,M2N 2W7,M2N
361,361,Lansing,558888,43.762424,-79.412827,#1002 - 33 ELMHURST AVE,Toronto,M2N 6G8,M2N
428,428,Willowdale,348800,43.761196,-79.408951,#900 - 33 SHEPPARD AVE,Toronto,M2N 7K1,M2N
434,434,Willowdale,2450000,43.765537,-79.405388,130 SPRING GARDEN AVE,Toronto,M2N 3G5,M2N
449,449,Willowdale,399880,43.757996,-79.409592,#Uph03 - 1 AVONDALE AVE,Toronto,M2N 7J1,M2N
461,461,Willowdale,478000,43.765842,-79.410057,#1918 - 35 HOLLYWOOD AVE,Toronto,M2N 0A9,M2N
484,484,Willowdale,445000,43.770878,-79.411964,#209 - 238 DORIS AVE,Toronto,M2N 6W1,M2N
491,491,Willowdale,565000,43.769665,-79.41378,#812 - 5162 YONGE ST,Toronto,M2N 0E9,M2N
504,504,Willowdale,318000,43.766571,-79.392365,#809 - 1 Hycrest Ave,Toronto,M2N 5G1,M2N
507,507,Willowdale,789500,43.776798,-79.413834,21 BYNG AVE,Toronto,M2N 7H4,M2N
513,513,Willowdale,392888,43.764893,-79.410446,#503 - 18 SPRING GARDEN AVE,Toronto,M2N 7M2,M2N
514,514,Willowdale,338000,43.757355,-79.409355,#Lph05 - 18 HARRISON GARDEN BLVD,Toronto,M2N 7K6,M2N
574,574,Willowdale,399000,43.773746,-79.415512,#1808 - 68 CANTERBURY PL N,Toronto,M2N 1Y7,M2N
579,579,Willowdale,408000,43.757233,-79.404686,#326 - 100 HARRISON GARDEN BLVD,Toronto,M2N 2T2,M2N
583,583,Willowdale,540000,43.7561,-79.406914,#1012 - 78 HARRISON GARDEN BLVD,Toronto,M2N 7E2,M2N
587,587,Willowdale,629000,43.768574,-79.389618,#520 - 399 SPRING GARDEN AVE,Toronto,M2N 3H6,M2N
597,597,Willowdale,2998800,43.777824,-79.394302,118 Estelle Ave,Toronto,M2N 5H5,M2N
598,598,Willowdale,302000,43.779659,-79.414589,#1803 - 22 Olive Ave,Toronto,M2N 7G6,M2N
600,600,Willowdale,409000,43.769257,-79.411339,#909 - 35 Empress Ave,Toronto,M2N 6T3,M2N
604,604,Willowdale,399900,43.776451,-79.414017,#2630 - 500 Doris Ave,Toronto,M2N 0C1,M2N
608,608,Willowdale,299900,43.761154,-79.408836,#912 - 23 Sheppard Ave,Toronto,M2N 0C8,M2N
626,626,Willowdale,618000,43.769665,-79.41378,#3206 - 5162 Yonge St,Toronto,M2N 0E9,M2N
635,635,Willowdale,465000,43.769665,-79.41378,#1001 - 5162 Yonge St,Toronto,M2N 0E9,M2N
686,686,Willowdale,359000,43.779987,-79.412735,#201 - 35 Finch Ave,Toronto,M2N 6Z8,M2N
698,698,Willowdale,359900,43.756294,-79.406532,#1415 - 80 HARRISON GARDEN BLVD,Toronto,M2N 7E2,M2N
740,740,Lansing,9000,43.760517,-79.411743,11 BOGERT AVE,Toronto,M2N 0H3,M2N
744,744,Willowdale,317000,43.774834,-79.413307,#1016 - 15 NORTHTOWN WAY,Toronto,M2N 7A2,M2N
772,772,Willowdale,530000,43.778126,-79.425117,#B28 - 108 FINCH AVE W,Toronto,M2N 2H7,M2N
778,778,Willowdale,515000,43.776424,-79.41581,#Ph 12 - 5444 Yonge St,Toronto,M2N 6J4,M2N
789,789,Willowdale,459900,43.765537,-79.413155,#2016 - 155 Beecroft Rd,Toronto,M2N 7C5,M2N
805,805,Lansing,625000,43.760517,-79.411743,#3108 - 11 BOGERT AVE,Toronto,M2N 0H3,M2N
821,821,Willowdale,315000,43.778786,-79.417908,#109 - 509 BEECROFT RD,Toronto,M2N 7H2,M2N
853,853,Willowdale,585000,43.769665,-79.41378,#1005 - 5162 YONGE ST,Toronto,M2N 0E9,M2N
855,855,Willowdale,393800,43.763969,-79.407013,#2308 - 88 SHEPPARD AVE E,Toronto,M2N 0G9,M2N
870,870,Willowdale,1568000,43.77507,-79.390251,405 KINGSDALE AVE,Toronto,M2N 3X8,M2N
877,877,Willowdale,579000,43.763882,-79.410576,#1807 - 30 GREENFIELD AVE,Toronto,M2N 6N3,M2N
879,879,Willowdale,399888,43.760464,-79.410248,#1304 - 2 ANNDALE DR,Toronto,M2N 0G5,M2N
911,911,Willowdale,365900,43.775902,-79.413261,#2414 - 10 NORTHTOWN WAY,Toronto,M2N 7L4,M2N
925,925,Willowdale,498800,43.774658,-79.412415,#508 - 88 GRANDVIEW WAY,Toronto,M2N 6V6,M2N
958,958,Willowdale,399999,43.757408,-79.406853,#938 - 5 EVERSON DR,Toronto,M2N 7C3,M2N
974,974,Willowdale,588000,43.760464,-79.410248,#911 - 2 ANNDALE DR,Toronto,M2N 0G5,M2N
976,976,Willowdale,369900,43.756668,-79.407768,#809 - 51 HARRISON GARDEN BLVD,Toronto,M2N 7G4,M2N
979,979,Willowdale,496000,43.770878,-79.411964,#1209 - 238 DORIS AVE,Toronto,M2N 6W1,M2N
995,995,Willowdale,439000,43.765579,-79.41259,#2505 - 4978 YONGE ST,Toronto,M2N 7G8,M2N
1024,1024,Willowdale,3448000,43.778057,-79.394241,122 ESTELLE AVE,Toronto,M2N 5H5,M2N
1038,1038,Willowdale,448000,43.75882,-79.408684,#707 - 28 AVONDALE AVE,Toronto,M2N 0K2,M2N
1057,1057,Willowdale,488000,43.777355,-79.41275,#Uph 1 - 60 BYNG AVE,Toronto,M2N 7K3,M2N
1067,1067,Willowdale,3788000,43.774734,-79.405685,138 Mckee Ave,Toronto,M2N 4C5,M2N
1076,1076,Willowdale,289000,43.765453,-79.414017,#2606 - 153 Beecroft Rd,Toronto,M2N 7C5,M2N
1084,1084,Willowdale,359900,43.7626,-79.393799,#201 W - 20 Fashion Roseway Dr,Toronto,M2N 6B6,M2N
1086,1086,Willowdale,418000,43.768181,-79.390923,#411 - 21 Clairtrell Rd,Toronto,M2N 5J6,M2N
1102,1102,Willowdale,469888,43.756294,-79.406532,#1619 - 80 Harrison Garden Blvd,Toronto,M2N 7E2,M2N
1114,1114,Willowdale,499900,43.776028,-79.412056,#1718 - 18 Sommerset Way,Toronto,M2N,M2N
1123,1123,Willowdale,346000,43.776028,-79.412056,#1712 - 18 Sommerset Way,Toronto,M2N,M2N
1165,1165,Willowdale,428800,43.769981,-79.411751,#602 - 28 EMPRESS AVE,Toronto,M2N 6Z7,M2N
1193,1193,Willowdale,559000,43.757988,-79.403625,#833 - 120 HARRISON GARDEN BLVD,Toronto,M2N 0H1,M2N
1201,1201,Willowdale,325000,43.767403,-79.410599,#601 - 188 DORIS AVE,Toronto,M2N 3T5,M2N
1209,1209,Willowdale,839000,43.776329,-79.412376,#1207 - 28 SOMMERSET WAY,Toronto,M2N 6X5,M2N
1246,1246,Willowdale,285000,43.779793,-79.413956,#1806 - 26 OLIVE AVE,Toronto,M2N 7G7,M2N
1265,1265,Willowdale,398800,43.765598,-79.410942,#2203 - 23 HOLLYWOOD AVE,Toronto,M2N 7L8,M2N
1290,1290,Willowdale,384900,43.757996,-79.409592,#906 - 1 AVONDALE AVE,Toronto,M2N 7J1,M2N
1297,1297,Willowdale,296000,43.773094,-79.415596,#1803 - 30 CANTERBURY PL,Toronto,M2N 1X8,M2N
511,511,York Mills,443888,43.749531,-79.407188,#919 - 18 William Carson  Crescent,Toronto,M2P 2A9,M2P
628,628,St. Andrew - Windfields,4499900,43.749847,-79.386124,216 Owen Blvd,Toronto,M2P 1G7,M2P
128,128,Newtonbrook,395000,43.792667,-79.443939,#310 - 777 STEELES AVE W,Toronto,M2R 3Y4,M2R
429,429,Newtonbrook,529000,43.780006,-79.450439,15 COACH LITEWAY WAY,Toronto,M2R 3J8,M2R
439,439,Willowdale,999000,43.775955,-79.433769,216 B FINCH AVE,Toronto,M2R 1M5,M2R
849,849,Newtonbrook,468888,43.784462,-79.445152,23 CANDY COURT WAY,Toronto,M2R 2Y7,M2R
863,863,Newtonbrook,392990,43.780464,-79.447006,#2706 - 80 ANTIBES DR,Toronto,M2R 3N1,M2R
1052,1052,Willowdale,2390000,43.765755,-79.433098,278 BETTY ANN DR N,Toronto,M2R 1A8,M2R
1073,1073,Newtonbrook,458800,43.77272,-79.452095,#807 - 10 Torresdale Ave,Toronto,M2R 3V8,M2R
1151,1151,Newtonbrook,699000,43.790558,-79.442062,108 ELISE TERR,Toronto,M2R 2X1,M2R
1205,1205,Willowdale,1100000,43.769489,-79.432037,53 COBDEN ST,Toronto,M2R 1S4,M2R
1217,1217,Willowdale,1388000,43.776905,-79.436813,11 MELTON GROVE ST,Toronto,M2R 2G8,M2R
1288,1288,Thornhill,109900,43.792583,-79.444809,787 STEELS AVE W,Toronto,M2R 3W9,M2R
323,323,Parkwoods - Donalda,248800,43.752785,-79.332695,#614 - 18 VALLEY WOODS RD,Toronto,M3A 0A1,M3A
661,661,Parkwoods - Donalda,275000,43.762363,-79.320976,#1002 - 1338 York Mills Rd,Toronto,M3A 3M3,M3A
710,710,Parkwoods - Donalda,338000,43.752785,-79.332695,#513 - 18 VALLEY WOODS RD,Toronto,M3A 0A1,M3A
138,138,Don Mills,675000,43.748825,-79.347603,#31 - 1396 DON MILLS RD,Toronto,M3B 3N1,M3B
177,177,Don Mills,499900,43.739239,-79.344574,#113 - 1200 DON MILLS RD,Toronto,M3B 3N9,M3B
272,272,Windfields,3388000,43.737522,-79.358696,16 Larkfield Dr,Toronto,M3B 2H1,M3B
347,347,Toronto,589900,43.761299,-79.351776,#502 -50- 255 DUNCAN MILLS RD,Toronto,M3B 3H9,M3B
354,354,Windfields,3488000,43.749664,-79.373573,28 COSMIC DR,Toronto,M3B 3G2,M3B
810,810,Windfields,9998880,43.745796,-79.377312,37 MISTY CRES,Toronto,M3B 1T2,M3B
867,867,Don Mills,488000,43.739239,-79.344574,#412 - 1200 DON MILLS RD,Toronto,M3B 3N9,M3B
1172,1172,Windfields,3998000,43.73727,-79.361427,1 TANVALLEY CRT,Toronto,M3B 1C5,M3B
268,268,Flemingdon Park,299000,43.711529,-79.322899,#1506 - 60 Pavane Link Way,Toronto,M3C 1A1,M3C
293,293,Don Mills,868880,43.730297,-79.336617,35 B Green Belt Dr,Toronto,M3C 1L8,M3C
343,343,Flemingdon Park,248500,43.711658,-79.324539,#909 - 5 VICORA LINKWAY WAY,Toronto,M3C 1A2,M3C
345,345,Flemingdon Park,314900,43.711529,-79.322899,#1110 - 60 PAVANE LINK WAY,Toronto,M3C 1A1,M3C
555,555,Wynford-Concorde,798050,43.723839,-79.337303,#503 -50- 18 WYNFORD DR,Toronto,M3C 3S2,M3C
818,818,Flemingdon Park,299000,43.711529,-79.322899,#1506 - 60 Pavane Link Way,Toronto,M3C 1A1,M3C
843,843,Don Mills,359000,43.732933,-79.346291,#510 - 85 THE DONWAY W,Toronto,M3C,M3C
956,956,Wynford-Concorde,580500,43.723839,-79.337303,#619 -62- 18 WYNFORD DR,Toronto,M3C 3S2,M3C
1072,1072,Flemingdon Park,214000,43.710075,-79.331192,#2001 - 10 Sunny Glenway Dr,Toronto,M3C 2Z3,M3C
179,179,Wilson Heights,999000,43.754162,-79.440613,30 ALEXIS BLVD,Toronto,M3H 2P4,M3H
234,234,Bathurst Manor,999000,43.760948,-79.444893,3 Acton Ave,Toronto,M3H 4G6,M3H
298,298,Wilson Heights,529900,43.734478,-79.446472,#824 - 525 Wilson Ave,Toronto,M3H 1V1,M3H
438,438,Wilson Heights,284000,43.749321,-79.437149,#513 - 4200 BATHURST ST,Toronto,M3H 6C7,M3H
455,455,Bathurst Manor,1098888,43.765511,-79.458313,297 MAXWELL ST,Toronto,M3H 4V8,M3H
499,499,Wilson Heights,529900,43.734478,-79.446472,#824 - 525 WILSON AVE,Toronto,M3H 1V1,M3H
584,584,Bathurst Manor,409900,43.75106,-79.460693,#911 - 1030 SHEPPARD AVE W,Toronto,M3H 6C1,M3H
695,695,Wilson Heights,549900,43.734035,-79.447968,#E109 - 555 WILSON AVE W,Toronto,M3H 0C6,M3H
